Gene ID	source_id	gene_source_id	Gene Name or Symbol	Hypnozoite, schizont and blood stage transcriptomes (laser microdissection) - Liver schizont - unique (Pcyn LCM hypno-schizo-blood RNA-Seq)	Hypnozoite, schizont and blood stage transcriptomes (laser microdissection) - Blood stage - unique (Pcyn LCM hypno-schizo-blood RNA-Seq)	Hypnozoite, schizont and blood stage transcriptomes (laser microdissection) - Hypnozoite - unique (Pcyn LCM hypno-schizo-blood RNA-Seq)	
PcyM_0944200	PcyM_0944200-t36_1	PcyM_0944200	ApiAP2	9.78	28.86	94.54	
PcyM_0944300	PcyM_0944300-t36_1	PcyM_0944300	N/A	0.78	28.09	0	
PcyM_0944400	PcyM_0944400-t36_1	PcyM_0944400	N/A	2.26	3.53	0	
PcyM_0944500	PcyM_0944500-t36_1	PcyM_0944500	N/A	142.48	30.18	163.83	
PcyM_0944600	PcyM_0944600-t36_1	PcyM_0944600	N/A	9.24	3.86	36.02	
PcyM_0944700	PcyM_0944700-t36_1	PcyM_0944700	N/A	102.15	53.47	39.49	
PcyM_0944750	PcyM_0944750-t36_1	PcyM_0944750	N/A	1.55	4.79	0	
PcyM_0944800	PcyM_0944800-t36_1	PcyM_0944800	N/A	568.47	275.16	0	
PcyM_0944900	PcyM_0944900-t36_1	PcyM_0944900	N/A	155.77	132.88	297.93	
PcyM_0945000	PcyM_0945000-t36_1	PcyM_0945000	N/A	63.33	120.13	38.93	
PcyM_0945100	PcyM_0945100-t36_1	PcyM_0945100	N/A	22.06	45.43	0	
PcyM_0945200	PcyM_0945200-t36_1	PcyM_0945200	MyoF	3.8	16.1	0	
PcyM_0945300	PcyM_0945300-t36_1	PcyM_0945300	N/A	19.34	5.74	39.02	
PcyM_0945400	PcyM_0945400-t36_1	PcyM_0945400	N/A	50.75	26.36	100.31	
PcyM_0945500	PcyM_0945500-t36_1	PcyM_0945500	N/A	54.34	16.22	1.02	
PcyM_0945600	PcyM_0945600-t36_1	PcyM_0945600	N/A	6.55	6.09	3.28	
PcyM_0945700	PcyM_0945700-t36_1	PcyM_0945700	N/A	6.38	17.5	19.27	
PcyM_0945800	PcyM_0945800-t36_1	PcyM_0945800	N/A	0.82	29.65	51.52	
PcyM_0945900	PcyM_0945900-t36_1	PcyM_0945900	N/A	1417.87	1061.54	0	
PcyM_0946000	PcyM_0946000-t36_1	PcyM_0946000	N/A	28.41	55.83	312.16	
PcyM_0946100	PcyM_0946100-t36_1	PcyM_0946100	PIGH	78.13	63.77	261.08	
PcyM_0946200	PcyM_0946200-t36_1	PcyM_0946200	N/A	12.55	341.6	57.22	
PcyM_0946300	PcyM_0946300-t36_1	PcyM_0946300	DPM1	137.85	89.04	7.58	
PcyM_0946400	PcyM_0946400-t36_1	PcyM_0946400	N/A	99.74	139.88	118.9	
PcyM_0946500	PcyM_0946500-t36_1	PcyM_0946500	N/A	26.86	26.22	12.65	
PcyM_0946600	PcyM_0946600-t36_1	PcyM_0946600	IMC1b	1.34	320.7	0	
PcyM_0946700	PcyM_0946700-t36_1	PcyM_0946700	N/A	37.09	8.15	0	
PcyM_0946800	PcyM_0946800-t36_1	PcyM_0946800	N/A	31.44	20.23	67.07	
PcyM_0946900	PcyM_0946900-t36_1	PcyM_0946900	N/A	199.96	47.16	0	
PcyM_0947000	PcyM_0947000-t36_1	PcyM_0947000	N/A	14.19	5.21	30.31	
PcyM_0947100	PcyM_0947100-t36_1	PcyM_0947100	N/A	52.22	52.47	0.85	
PcyM_0947150	PcyM_0947150-t36_1	PcyM_0947150	N/A	614.14	1602.36	1664.41	
PcyM_0947200	PcyM_0947200-t36_1	PcyM_0947200	N/A	4192.43	3924.9	1428.78	
PcyM_0947300	PcyM_0947300-t36_1	PcyM_0947300	N/A	12.04	83.34	0	
PcyM_0947400	PcyM_0947400-t36_1	PcyM_0947400	N/A	2.39	60.23	3.36	
PcyM_0947500	PcyM_0947500-t36_1	PcyM_0947500	N/A	69.73	74.45	267.88	
PcyM_0947600	PcyM_0947600-t36_1	PcyM_0947600	N/A	270.83	279.58	772.46	
PcyM_0947700	PcyM_0947700-t36_1	PcyM_0947700	N/A	3.56	7.15	0.63	
PcyM_0947800	PcyM_0947800-t36_1	PcyM_0947800	N/A	43.01	87.82	0	
PcyM_0947900	PcyM_0947900-t36_1	PcyM_0947900	AP2-O	46.38	36.3	161.02	
PcyM_0948000	PcyM_0948000-t36_1	PcyM_0948000	N/A	885.42	330.37	126.85	
PcyM_0948100	PcyM_0948100-t36_1	PcyM_0948100	N/A	102.25	98.36	108.81	
PcyM_0948200	PcyM_0948200-t36_1	PcyM_0948200	N/A	181.41	90.52	0	
PcyM_0948300	PcyM_0948300-t36_1	PcyM_0948300	N/A	21.78	48.56	0.94	
PcyM_0948400	PcyM_0948400-t36_1	PcyM_0948400	N/A	4.31	229.41	242.11	
PcyM_0948500	PcyM_0948500-t36_1	PcyM_0948500	N/A	2.71	24.28	0	
PcyM_0948600	PcyM_0948600-t36_1	PcyM_0948600	N/A	30.14	12.76	0	
PcyM_0948700	PcyM_0948700-t36_1	PcyM_0948700	N/A	103.95	26.62	111.63	
PcyM_0948800	PcyM_0948800-t36_1	PcyM_0948800	RPS21	7572.47	7732.4	8320.86	
PcyM_0948900	PcyM_0948900-t36_1	PcyM_0948900	N/A	453.6	213.49	0	
PcyM_0949000	PcyM_0949000-t36_1	PcyM_0949000	N/A	2	90.42	5	
PcyM_0949100	PcyM_0949100-t36_1	PcyM_0949100	RPL41	3387.73	3962.14	5049.33	
PcyM_0949300	PcyM_0949300-t36_1	PcyM_0949300	N/A	13.69	13.12	55.73	
PcyM_0949400	PcyM_0949400-t36_1	PcyM_0949400	AOS1	134.43	106.72	166.14	
PcyM_0949500	PcyM_0949500-t36_1	PcyM_0949500	N/A	16.93	3.56	0	
PcyM_0949700	PcyM_0949700-t36_1	PcyM_0949700	TIC20	215.11	77.96	0	
PcyM_0949900	PcyM_0949900-t36_1	PcyM_0949900	N/A	21.17	188.9	37.12	
PcyM_0950000	PcyM_0950000-t36_1	PcyM_0950000	RAB6	152.68	161.07	255	
PcyM_0950100	PcyM_0950100-t36_1	PcyM_0950100	N/A	13.89	5.95	1.5	
PcyM_0950200	PcyM_0950200-t36_1	PcyM_0950200	N/A	58.3	12.23	1.4	
PcyM_0950300	PcyM_0950300-t36_1	PcyM_0950300	N/A	5.58	9.76	3.48	
PcyM_0950400	PcyM_0950400-t36_1	PcyM_0950400	CRIPT	456.81	370.08	111.71	
PcyM_0950500	PcyM_0950500-t36_1	PcyM_0950500	DYN1	44.43	24.53	59.23	
PcyM_0950600	PcyM_0950600-t36_1	PcyM_0950600	ABCB3	63.78	21.11	24.14	
PcyM_0950700	PcyM_0950700-t36_1	PcyM_0950700	N/A	84.37	51.68	167.62	
PcyM_0950800	PcyM_0950800-t36_1	PcyM_0950800	N/A	42.06	63.76	329.4	
PcyM_0950900	PcyM_0950900-t36_1	PcyM_0950900	N/A	67.5	22.97	11.84	
PcyM_0951000	PcyM_0951000-t36_1	PcyM_0951000	N/A	18.32	20	1.3	
PcyM_0951100	PcyM_0951100-t36_1	PcyM_0951100	N/A	80.56	37.86	1.95	
PcyM_0951200	PcyM_0951200-t36_1	PcyM_0951200	N/A	6.28	884.22	0	
PcyM_0951300	PcyM_0951300-t36_1	PcyM_0951300	N/A	279.92	169.24	123.51	
PcyM_0951400	PcyM_0951400-t36_1	PcyM_0951400	N/A	5.36	5.03	0	
PcyM_0951500	PcyM_0951500-t36_1	PcyM_0951500	N/A	1.4	15.24	0	
PcyM_0951600	PcyM_0951600-t36_1	PcyM_0951600	ORP1	20.76	33.04	23.55	
PcyM_0951800	PcyM_0951800-t36_1	PcyM_0951800	N/A	3.75	45.92	60.56	
PcyM_0951900	PcyM_0951900-t36_1	PcyM_0951900	N/A	3.67	13.33	38.64	
PcyM_0952000	PcyM_0952000-t36_1	PcyM_0952000	N/A	180.54	149.08	17.59	
PcyM_0952100	PcyM_0952100-t36_1	PcyM_0952100	SLARP	68	0.98	138.94	
PcyM_0952200	PcyM_0952200-t36_1	PcyM_0952200	N/A	261.15	274.54	20.45	
PcyM_0952300	PcyM_0952300-t36_1	PcyM_0952300	N/A	7.47	21.69	38.96	
PcyM_0952500	PcyM_0952500-t36_1	PcyM_0952500	N/A	84.84	7.04	76.59	
PcyM_0952600	PcyM_0952600-t36_1	PcyM_0952600	N/A	1127.92	1208.97	1007.41	
PcyM_0952700	PcyM_0952700-t36_1	PcyM_0952700	N/A	41.52	13.78	1.47	
PcyM_0952800	PcyM_0952800-t36_1	PcyM_0952800	N/A	110.89	31.56	40.54	
PcyM_0952900	PcyM_0952900-t36_1	PcyM_0952900	N/A	240.76	257.77	196.7	
PcyM_0953000	PcyM_0953000-t36_1	PcyM_0953000	MAEBL	2.34	10.12	52.29	
PcyM_0953100	PcyM_0953100-t36_1	PcyM_0953100	N/A	30.52	31.73	0	
PcyM_0953200	PcyM_0953200-t36_1	PcyM_0953200	N/A	35.95	12.22	216.81	
PcyM_0953300	PcyM_0953300-t36_1	PcyM_0953300	N/A	0.03	985.13	1.83	
PcyM_0953400	PcyM_0953400-t36_1	PcyM_0953400	N/A	0.07	104.21	0	
PcyM_0953600	PcyM_0953600-t36_1	PcyM_0953600	N/A	0	12374.33	8.54	
PcyM_0953700	PcyM_0953700-t36_1	PcyM_0953700	N/A	0	3.27	0	
PcyM_0953800	PcyM_0953800-t36_1	PcyM_0953800	N/A	0.16	6.66	0	
PcyM_0953900	PcyM_0953900-t36_1	PcyM_0953900	N/A	0	2.55	0	
PcyM_0954000	PcyM_0954000-t36_1	PcyM_0954000	N/A	0	33.77	1.1	
PcyM_0954200	PcyM_0954200-t36_1	PcyM_0954200	N/A	0	0	0	
PcyM_0954300	PcyM_0954300-t36_1	PcyM_0954300	N/A	0	3.28	1.32	
PcyM_0954400	PcyM_0954400-t36_1	PcyM_0954400	N/A	0	18.47	0	
PcyM_0954500	PcyM_0954500-t36_1	PcyM_0954500	N/A	0	2.07	2.05	
PcyM_0954600	PcyM_0954600-t36_1	PcyM_0954600	N/A	0	1.53	0	
PcyM_0954700	PcyM_0954700-t36_1	PcyM_0954700	N/A	0	5.22	2.33	
PcyM_0954800	PcyM_0954800-t36_1	PcyM_0954800	N/A	0	0.76	0	
PcyM_0954900	PcyM_0954900-t36_1	PcyM_0954900	N/A	0	3.81	1.2	
PcyM_0955000	PcyM_0955000-t36_1	PcyM_0955000	N/A	0	0	0	
PcyM_0955100	PcyM_0955100-t36_1	PcyM_0955100	N/A	0	2.74	0	
PcyM_0955200	PcyM_0955200-t36_1	PcyM_0955200	N/A	0	0.11	0	
PcyM_0955300	PcyM_0955300-t36_1	PcyM_0955300	N/A	0	0.15	0	
PcyM_0955400	PcyM_0955400-t36_1	PcyM_0955400	N/A	0	0.81	0	
PcyM_0955500	PcyM_0955500-t36_1	PcyM_0955500	N/A	0.03	0.19	0	
PcyM_0955600	PcyM_0955600-t36_1	PcyM_0955600	N/A	0	11.93	1.37	
PcyM_0955700	PcyM_0955700-t36_1	PcyM_0955700	N/A	0	0.46	0	
PcyM_0955800	PcyM_0955800-t36_1	PcyM_0955800	N/A	0	2	0	
PcyM_0955900	PcyM_0955900-t36_1	PcyM_0955900	N/A	0	8.71	0	
PcyM_0956000	PcyM_0956000-t36_1	PcyM_0956000	N/A	0	12.77	0	
PcyM_0956100	PcyM_0956100-t36_1	PcyM_0956100	N/A	0	1.51	1.43	
PcyM_0956200	PcyM_0956200-t36_1	PcyM_0956200	N/A	0	2.59	0	
PcyM_0956300	PcyM_0956300-t36_1	PcyM_0956300	N/A	0	4.07	0	
PcyM_0956400	PcyM_0956400-t36_1	PcyM_0956400	N/A	0	4.91	4.59	
PcyM_0956500	PcyM_0956500-t36_1	PcyM_0956500	N/A	0	0	1.61	
PcyM_0956600	PcyM_0956600-t36_1	PcyM_0956600	N/A	0	2.95	0	
PcyM_0956800	PcyM_0956800-t36_1	PcyM_0956800	N/A	0	3.22	0	
PcyM_0956900	PcyM_0956900-t36_1	PcyM_0956900	N/A	0.25	4.62	0	
PcyM_0957000	PcyM_0957000-t36_1	PcyM_0957000	N/A	0.48	0.78	0	
PcyM_0957200	PcyM_0957200-t36_1	PcyM_0957200	N/A	0	0.67	0	
PcyM_0957300	PcyM_0957300-t36_1	PcyM_0957300	N/A	0	0	0	
PcyM_0957400	PcyM_0957400-t36_1	PcyM_0957400	N/A	0	0.15	0	
PcyM_0957500	PcyM_0957500-t36_1	PcyM_0957500	N/A	0	13.29	2.16	
PcyM_0957600	PcyM_0957600-t36_1	PcyM_0957600	N/A	0	5.13	0	
PcyM_0957800	PcyM_0957800-t36_1	PcyM_0957800	N/A	0	6.8	0	
PcyM_0957900	PcyM_0957900-t36_1	PcyM_0957900	N/A	0.26	4.36	1.43	
PcyM_0958000	PcyM_0958000-t36_1	PcyM_0958000	N/A	0.16	2.43	0	
PcyM_0958100	PcyM_0958100-t36_1	PcyM_0958100	N/A	0	0.97	0	
PcyM_0958200	PcyM_0958200-t36_1	PcyM_0958200	N/A	0	13.34	1.21	
PcyM_0958300	PcyM_0958300-t36_1	PcyM_0958300	N/A	0	2.66	0.67	
PcyM_0958500	PcyM_0958500-t36_1	PcyM_0958500	N/A	0	9.26	0	
PcyM_0958550	PcyM_0958550-t36_1	PcyM_0958550	N/A	0	3.41	0	
PcyM_0958570	PcyM_0958570-t36_1	PcyM_0958570	N/A	0	3.82	0	
PcyM_0958600	PcyM_0958600-t36_1	PcyM_0958600	N/A	0	2.76	1.17	
PcyM_0958650	PcyM_0958650-t36_1	PcyM_0958650	N/A	0.07	0.69	2.98	
PcyM_0958700	PcyM_0958700-t36_1	PcyM_0958700	N/A	0	2.62	0	
PcyM_0958800	PcyM_0958800-t36_1	PcyM_0958800	N/A	0	4.21	0	
PcyM_0958850	PcyM_0958850-t36_1	PcyM_0958850	N/A	0	2.14	35.1	
PcyM_0958900	PcyM_0958900-t36_1	PcyM_0958900	N/A	0.18	3.36	18.16	
PcyM_0959000	PcyM_0959000-t36_1	PcyM_0959000	N/A	0	8.58	0	
PcyM_0959200	PcyM_0959200-t36_1	PcyM_0959200	N/A	0	4.6	0	
PcyM_0959300	PcyM_0959300-t36_1	PcyM_0959300	N/A	0	0.46	10.58	
PcyM_0959400	PcyM_0959400-t36_1	PcyM_0959400	N/A	0	100.23	0	
PcyM_0959500	PcyM_0959500-t36_1	PcyM_0959500	N/A	0	37.35	3.18	
PcyM_0959550	PcyM_0959550-t36_1	PcyM_0959550	N/A	0	0.41	0	
PcyM_0959600	PcyM_0959600-t36_1	PcyM_0959600	N/A	0	0.75	0	
PcyM_0959700	PcyM_0959700-t36_1	PcyM_0959700	N/A	0	19.44	0	
PcyM_0959750	PcyM_0959750-t36_1	PcyM_0959750	N/A	0	10.39	0	
PcyM_0959800	PcyM_0959800-t36_1	PcyM_0959800	N/A	0	56.5	0	
PcyM_0959850	PcyM_0959850-t36_1	PcyM_0959850	N/A	0	8.83	0	
PcyM_0959870	PcyM_0959870-t36_1	PcyM_0959870	N/A	0	8.25	0	
PcyM_0959900	PcyM_0959900-t36_1	PcyM_0959900	N/A	0	46.07	0	
PcyM_0960000	PcyM_0960000-t36_1	PcyM_0960000	N/A	0	43.91	1.65	
PcyM_0960050	PcyM_0960050-t36_1	PcyM_0960050	N/A	0	0.36	0	
PcyM_0960100	PcyM_0960100-t36_1	PcyM_0960100	N/A	0	81.07	0	
PcyM_0960150	PcyM_0960150-t36_1	PcyM_0960150	N/A	0	1.23	0	
PcyM_0960200	PcyM_0960200-t36_1	PcyM_0960200	N/A	0	0.47	0	
PcyM_0960300	PcyM_0960300-t36_1	PcyM_0960300	N/A	0	2.32	0	
PcyM_0960350	PcyM_0960350-t36_1	PcyM_0960350	N/A	0	2.84	0	
PcyM_0960370	PcyM_0960370-t36_1	PcyM_0960370	N/A	0	1.36	0	
PcyM_0960400	PcyM_0960400-t36_1	PcyM_0960400	N/A	0	8.18	0	
PcyM_0960500	PcyM_0960500-t36_1	PcyM_0960500	N/A	0	11.24	0	
PcyM_0960600	PcyM_0960600-t36_1	PcyM_0960600	N/A	0	23.21	1.22	
PcyM_0960700	PcyM_0960700-t36_1	PcyM_0960700	N/A	0	1.65	1.56	
PcyM_0960800	PcyM_0960800-t36_1	PcyM_0960800	N/A	0	1.48	0	
PcyM_0960850	PcyM_0960850-t36_1	PcyM_0960850	N/A	0	4.52	0	
PcyM_0960900	PcyM_0960900-t36_1	PcyM_0960900	N/A	0	3.64	0	
PcyM_0961000	PcyM_0961000-t36_1	PcyM_0961000	N/A	0	25.37	2.99	
PcyM_1000100	PcyM_1000100-t36_1	PcyM_1000100	N/A	16.21	9.71	3.11	
PcyM_1000200	PcyM_1000200-t36_1	PcyM_1000200	N/A	33.8	53.75	0	
PcyM_1000300	PcyM_1000300-t36_1	PcyM_1000300	N/A	39.76	122.8	0	
PcyM_1000400	PcyM_1000400-t36_1	PcyM_1000400	N/A	21.47	4.96	51.65	
PcyM_1000500	PcyM_1000500-t36_1	PcyM_1000500	N/A	47.95	33.14	3.62	
PcyM_1000600	PcyM_1000600-t36_1	PcyM_1000600	N/A	2.1	2.79	1.26	
PcyM_1000700	PcyM_1000700-t36_1	PcyM_1000700	N/A	174.72	1110.33	344.42	
PcyM_1000800	PcyM_1000800-t36_1	PcyM_1000800	DPM3	47.12	206.61	296.16	
PcyM_1000900	PcyM_1000900-t36_1	PcyM_1000900	N/A	62.07	55.14	88.37	
PcyM_1001000	PcyM_1001000-t36_1	PcyM_1001000	N/A	93.78	119.07	37.72	
PcyM_1001100	PcyM_1001100-t36_1	PcyM_1001100	N/A	15.03	16.34	2.1	
PcyM_1001200	PcyM_1001200-t36_1	PcyM_1001200	N/A	21.79	4.17	58.14	
PcyM_1001300	PcyM_1001300-t36_1	PcyM_1001300	N/A	14.62	4.62	22.09	
PcyM_1001400	PcyM_1001400-t36_1	PcyM_1001400	PPT	47.58	14.89	12.48	
PcyM_1001500	PcyM_1001500-t36_1	PcyM_1001500	SYN6	86.28	86.8	5.86	
PcyM_1001600	PcyM_1001600-t36_1	PcyM_1001600	N/A	954.82	593.41	409.39	
PcyM_1001700	PcyM_1001700-t36_1	PcyM_1001700	N/A	412.93	231.27	0	
PcyM_1001800	PcyM_1001800-t36_1	PcyM_1001800	N/A	19.27	12.13	56.79	
PcyM_1001900	PcyM_1001900-t36_1	PcyM_1001900	N/A	37.92	15.1	9.88	
PcyM_1002100	PcyM_1002100-t36_1	PcyM_1002100	N/A	138.48	42.01	0	
PcyM_1002200	PcyM_1002200-t36_1	PcyM_1002200	N/A	38.33	28.69	296.86	
PcyM_1002300	PcyM_1002300-t36_1	PcyM_1002300	TIC22	175.21	124.21	72.83	
PcyM_1002400	PcyM_1002400-t36_1	PcyM_1002400	N/A	188.29	96.97	13.74	
PcyM_1002500	PcyM_1002500-t36_1	PcyM_1002500	N/A	90.73	37.81	0	
PcyM_1002600	PcyM_1002600-t36_1	PcyM_1002600	N/A	52.28	783.65	1.82	
PcyM_1002700	PcyM_1002700-t36_1	PcyM_1002700	N/A	81.68	48.16	0	
PcyM_1002800	PcyM_1002800-t36_1	PcyM_1002800	CYP23	84.96	68.75	0	
PcyM_1002900	PcyM_1002900-t36_1	PcyM_1002900	N/A	208.84	253.57	356.03	
PcyM_1003000	PcyM_1003000-t36_1	PcyM_1003000	CPalpha	48.7	107.11	46.22	
PcyM_1003100	PcyM_1003100-t36_1	PcyM_1003100	DHHC7	7.24	143.92	0	
PcyM_1003200	PcyM_1003200-t36_1	PcyM_1003200	N/A	15.26	19.81	1.61	
PcyM_1003300	PcyM_1003300-t36_1	PcyM_1003300	N/A	58.41	61.27	3.75	
PcyM_1003400	PcyM_1003400-t36_1	PcyM_1003400	N/A	71.19	31.29	0.47	
PcyM_1003500	PcyM_1003500-t36_1	PcyM_1003500	N/A	1872.46	975.98	2064.18	
PcyM_1003600	PcyM_1003600-t36_1	PcyM_1003600	N/A	62.68	103.96	0	
PcyM_1003900	PcyM_1003900-t36_1	PcyM_1003900	N/A	20.67	6.2	3.05	
PcyM_1004000	PcyM_1004000-t36_1	PcyM_1004000	HIP	537.05	284.24	543.03	
PcyM_1004100	PcyM_1004100-t36_1	PcyM_1004100	N/A	37.94	65.05	0	
PcyM_1004200	PcyM_1004200-t36_1	PcyM_1004200	METAP1a	25.44	8.2	0	
PcyM_1004300	PcyM_1004300-t36_1	PcyM_1004300	N/A	150.01	128.71	116.82	
PcyM_1004500	PcyM_1004500-t36_1	PcyM_1004500	UBC13	671.12	564.17	2652.22	
PcyM_1004600	PcyM_1004600-t36_1	PcyM_1004600	MCM3	125.28	106.07	0	
PcyM_1004700	PcyM_1004700-t36_1	PcyM_1004700	N/A	701.7	305.09	1975.82	
PcyM_1004800	PcyM_1004800-t36_1	PcyM_1004800	N/A	114.14	78.33	3.78	
PcyM_1004900	PcyM_1004900-t36_1	PcyM_1004900	N/A	73.32	20.95	0	
PcyM_1005000	PcyM_1005000-t36_1	PcyM_1005000	N/A	24.8	4.53	2.03	
PcyM_1005050	PcyM_1005050-t36_1	PcyM_1005050	N/A	50.87	162.01	0	
PcyM_1005070	PcyM_1005070-t36_1	PcyM_1005070	N/A	0.97	0.65	8.79	
PcyM_1005090	PcyM_1005090-t36_1	PcyM_1005090	N/A	12.95	2.62	0	
PcyM_1005100	PcyM_1005100-t36_1	PcyM_1005100	N/A	27.9	33.02	67.24	
PcyM_1005200	PcyM_1005200-t36_1	PcyM_1005200	N/A	130.35	29.24	0	
PcyM_1005300	PcyM_1005300-t36_1	PcyM_1005300	N/A	109.26	106.79	28.74	
PcyM_1005400	PcyM_1005400-t36_1	PcyM_1005400	ARF-GAP	162.96	57.35	58.68	
PcyM_1005500	PcyM_1005500-t36_1	PcyM_1005500	N/A	68.7	89.11	1.23	
PcyM_1005600	PcyM_1005600-t36_1	PcyM_1005600	N/A	50.22	52.93	8.63	
PcyM_1005700	PcyM_1005700-t36_1	PcyM_1005700	NEK2	49.53	130.66	0	
PcyM_1005800	PcyM_1005800-t36_1	PcyM_1005800	IMC1g	2.25	4.09	0	
PcyM_1005900	PcyM_1005900-t36_1	PcyM_1005900	N/A	135.27	234.06	0	
PcyM_1006000	PcyM_1006000-t36_1	PcyM_1006000	N/A	75.7	62.77	0	
PcyM_1006100	PcyM_1006100-t36_1	PcyM_1006100	N/A	13.51	13.43	26.86	
PcyM_1006200	PcyM_1006200-t36_1	PcyM_1006200	N/A	47.77	65.4	79.28	
PcyM_1006300	PcyM_1006300-t36_1	PcyM_1006300	N/A	50.83	133.91	2.67	
PcyM_1006400	PcyM_1006400-t36_1	PcyM_1006400	N/A	38.45	22.61	82.08	
PcyM_1006500	PcyM_1006500-t36_1	PcyM_1006500	N/A	65.43	8.59	0	
PcyM_1006600	PcyM_1006600-t36_1	PcyM_1006600	N/A	109.07	56.7	0.47	
PcyM_1006700	PcyM_1006700-t36_1	PcyM_1006700	N/A	34.67	54.37	0.53	
PcyM_1006800	PcyM_1006800-t36_1	PcyM_1006800	N/A	181.79	81	0.96	
PcyM_1006900	PcyM_1006900-t36_1	PcyM_1006900	N/A	72.4	38.89	0	
PcyM_1007000	PcyM_1007000-t36_1	PcyM_1007000	TOM22	138.45	217.24	623.12	
PcyM_1007100	PcyM_1007100-t36_1	PcyM_1007100	N/A	12.93	7.74	17.89	
PcyM_1007200	PcyM_1007200-t36_1	PcyM_1007200	N/A	108.16	34.27	0	
PcyM_1007300	PcyM_1007300-t36_1	PcyM_1007300	N/A	33.79	30.94	11.67	
PcyM_1007500	PcyM_1007500-t36_1	PcyM_1007500	N/A	286.22	84.59	3.42	
PcyM_1007600	PcyM_1007600-t36_1	PcyM_1007600	N/A	717.88	97.91	811.91	
PcyM_1007700	PcyM_1007700-t36_1	PcyM_1007700	N/A	13.47	11.9	173.02	
PcyM_1007800	PcyM_1007800-t36_1	PcyM_1007800	N/A	346.46	113.56	42.5	
PcyM_1007900	PcyM_1007900-t36_1	PcyM_1007900	N/A	326.3	190.82	0	
PcyM_1008000	PcyM_1008000-t36_1	PcyM_1008000	N/A	166.62	144.48	54.73	
PcyM_1008100	PcyM_1008100-t36_1	PcyM_1008100	N/A	8	7.41	1.47	
PcyM_1008200	PcyM_1008200-t36_1	PcyM_1008200	N/A	140.51	573.43	11.57	
PcyM_1008300	PcyM_1008300-t36_1	PcyM_1008300	N/A	36.68	472.12	16.09	
PcyM_1008400	PcyM_1008400-t36_1	PcyM_1008400	N/A	99.37	73.65	46.51	
PcyM_1008500	PcyM_1008500-t36_1	PcyM_1008500	N/A	755.3	767.86	0	
PcyM_1008600	PcyM_1008600-t36_1	PcyM_1008600	N/A	64.26	29.95	0	
PcyM_1008700	PcyM_1008700-t36_1	PcyM_1008700	N/A	279.79	248.95	0	
PcyM_1008800	PcyM_1008800-t36_1	PcyM_1008800	MDR1	91.07	178.91	3.32	
PcyM_1008900	PcyM_1008900-t36_1	PcyM_1008900	N/A	33.07	8.06	37.65	
PcyM_1009000	PcyM_1009000-t36_1	PcyM_1009000	N/A	679.63	424.28	0	
PcyM_1009100	PcyM_1009100-t36_1	PcyM_1009100	SufA	96.87	68.06	0	
PcyM_1009200	PcyM_1009200-t36_1	PcyM_1009200	N/A	19.17	14.17	0.91	
PcyM_1009300	PcyM_1009300-t36_1	PcyM_1009300	RPL17	327.46	125.3	2.65	
PcyM_1009400	PcyM_1009400-t36_1	PcyM_1009400	N/A	14.75	5.45	88.51	
PcyM_1009500	PcyM_1009500-t36_1	PcyM_1009500	N/A	204.38	162.08	9.64	
PcyM_1009600	PcyM_1009600-t36_1	PcyM_1009600	TAF10	557.14	481.54	11.67	
PcyM_1009700	PcyM_1009700-t36_1	PcyM_1009700	N/A	10.65	5.77	5.62	
PcyM_1009800	PcyM_1009800-t36_1	PcyM_1009800	N/A	14.3	64.49	81.07	
PcyM_1009900	PcyM_1009900-t36_1	PcyM_1009900	N/A	2.32	37.66	62.28	
PcyM_1010000	PcyM_1010000-t36_1	PcyM_1010000	N/A	88.18	69.41	6.06	
PcyM_1010100	PcyM_1010100-t36_1	PcyM_1010100	N/A	154.54	67.73	29.74	
PcyM_1010200	PcyM_1010200-t36_1	PcyM_1010200	N/A	144.08	64.55	0	
PcyM_1010300	PcyM_1010300-t36_1	PcyM_1010300	N/A	199.46	94.77	118.34	
PcyM_1010400	PcyM_1010400-t36_1	PcyM_1010400	N/A	136.86	74.98	3.91	
PcyM_1010500	PcyM_1010500-t36_1	PcyM_1010500	N/A	35.29	16.44	66.79	
PcyM_1010600	PcyM_1010600-t36_1	PcyM_1010600	N/A	111	53.95	224.02	
PcyM_1010700	PcyM_1010700-t36_1	PcyM_1010700	N/A	15.01	7.66	0.92	
PcyM_1010800	PcyM_1010800-t36_1	PcyM_1010800	N/A	65.28	41.13	401.43	
PcyM_1010900	PcyM_1010900-t36_1	PcyM_1010900	SAHH	448.88	349.76	0	
PcyM_1011000	PcyM_1011000-t36_1	PcyM_1011000	N/A	38.05	9.21	32.86	
PcyM_1011100	PcyM_1011100-t36_1	PcyM_1011100	N/A	29.93	26.94	2.04	
PcyM_1011200	PcyM_1011200-t36_1	PcyM_1011200	N/A	781.68	1094.31	0	
PcyM_1011300	PcyM_1011300-t36_1	PcyM_1011300	N/A	18.98	41.57	0	
PcyM_1011400	PcyM_1011400-t36_1	PcyM_1011400	N/A	437.71	158.59	1.39	
PcyM_1011500	PcyM_1011500-t36_1	PcyM_1011500	N/A	992.9	455.7	0	
PcyM_1011600	PcyM_1011600-t36_1	PcyM_1011600	N/A	47.87	23.71	21.84	
PcyM_1011800	PcyM_1011800-t36_1	PcyM_1011800	N/A	85.45	45.6	35.77	
