Gene ID	source_id	gene_source_id	Gene Name or Symbol	Hypnozoite, schizont and blood stage transcriptomes (laser microdissection) - Liver schizont - unique (Pcyn LCM hypno-schizo-blood RNA-Seq)	Hypnozoite, schizont and blood stage transcriptomes (laser microdissection) - Blood stage - unique (Pcyn LCM hypno-schizo-blood RNA-Seq)	Hypnozoite, schizont and blood stage transcriptomes (laser microdissection) - Hypnozoite - unique (Pcyn LCM hypno-schizo-blood RNA-Seq)	
PcyM_0023700	PcyM_0023700-t36_1	PcyM_0023700	N/A	0	2.99	1.32	
PcyM_0023750	PcyM_0023750-t36_1	PcyM_0023750	N/A	0	0	0	
PcyM_0023800	PcyM_0023800-t36_1	PcyM_0023800	N/A	0	13.63	1.57	
PcyM_0023900	PcyM_0023900-t36_1	PcyM_0023900	N/A	0	8.14	0	
PcyM_0024000	PcyM_0024000-t36_1	PcyM_0024000	N/A	0	3.2	3.37	
PcyM_0024100	PcyM_0024100-t36_1	PcyM_0024100	N/A	0	3.78	0	
PcyM_0024150	PcyM_0024150-t36_1	PcyM_0024150	N/A	0	8.11	3.78	
PcyM_0024200	PcyM_0024200-t36_1	PcyM_0024200	N/A	0	23.48	0	
PcyM_0024250	PcyM_0024250-t36_1	PcyM_0024250	N/A	0	1.17	0	
PcyM_0024270	PcyM_0024270-t36_1	PcyM_0024270	N/A	0	1	0	
PcyM_0024300	PcyM_0024300-t36_1	PcyM_0024300	N/A	0	3.25	0	
PcyM_0024400	PcyM_0024400-t36_1	PcyM_0024400	N/A	0	1.77	0	
PcyM_0024500	PcyM_0024500-t36_1	PcyM_0024500	N/A	0	0.65	0	
PcyM_0024600	PcyM_0024600-t36_1	PcyM_0024600	N/A	0	2.32	0	
PcyM_0024700	PcyM_0024700-t36_1	PcyM_0024700	N/A	0	5.04	0	
PcyM_0024800	PcyM_0024800-t36_1	PcyM_0024800	N/A	0.12	3.51	0	
PcyM_0024900	PcyM_0024900-t36_1	PcyM_0024900	N/A	0	2.56	0	
PcyM_0025000	PcyM_0025000-t36_1	PcyM_0025000	N/A	0	0.98	2.99	
PcyM_0025100	PcyM_0025100-t36_1	PcyM_0025100	N/A	0	1.9	0	
PcyM_0025200	PcyM_0025200-t36_1	PcyM_0025200	N/A	0	6.81	0	
PcyM_0025300	PcyM_0025300-t36_1	PcyM_0025300	N/A	0	2.39	1.32	
PcyM_0025350	PcyM_0025350-t36_1	PcyM_0025350	N/A	0	2.25	4.13	
PcyM_0025400	PcyM_0025400-t36_1	PcyM_0025400	N/A	0	48.1	0	
PcyM_0025500	PcyM_0025500-t36_1	PcyM_0025500	N/A	0	2.54	1.22	
PcyM_0025600	PcyM_0025600-t36_1	PcyM_0025600	N/A	0	0	0	
PcyM_0025700	PcyM_0025700-t36_1	PcyM_0025700	N/A	2.58	18.96	1.6	
PcyM_0025800	PcyM_0025800-t36_1	PcyM_0025800	N/A	0	2.61	1.09	
PcyM_0025900	PcyM_0025900-t36_1	PcyM_0025900	N/A	0	4.01	0	
PcyM_0026000	PcyM_0026000-t36_1	PcyM_0026000	N/A	0.04	5.89	4.08	
PcyM_0026100	PcyM_0026100-t36_1	PcyM_0026100	N/A	0	1.43	0	
PcyM_0026200	PcyM_0026200-t36_1	PcyM_0026200	N/A	0	4.64	0	
PcyM_0026300	PcyM_0026300-t36_1	PcyM_0026300	N/A	0	1.94	0	
PcyM_0026400	PcyM_0026400-t36_1	PcyM_0026400	N/A	0	5.55	0	
PcyM_0026500	PcyM_0026500-t36_1	PcyM_0026500	N/A	0	2.73	0	
PcyM_0026600	PcyM_0026600-t36_1	PcyM_0026600	N/A	0	9.47	0	
PcyM_0026700	PcyM_0026700-t36_1	PcyM_0026700	N/A	0	1.16	0	
PcyM_0026750	PcyM_0026750-t36_1	PcyM_0026750	N/A	0	2.65	0	
PcyM_0026800	PcyM_0026800-t36_1	PcyM_0026800	N/A	0	1.08	0	
PcyM_0026850	PcyM_0026850-t36_1	PcyM_0026850	N/A	0	1.1	0	
PcyM_0026870	PcyM_0026870-t36_1	PcyM_0026870	N/A	0	21.6	0	
PcyM_0026900	PcyM_0026900-t36_1	PcyM_0026900	N/A	0	2.06	20.53	
PcyM_0027000	PcyM_0027000-t36_1	PcyM_0027000	N/A	0	0.85	1.78	
PcyM_0027100	PcyM_0027100-t36_1	PcyM_0027100	N/A	0	6.13	1.32	
PcyM_0027200	PcyM_0027200-t36_1	PcyM_0027200	N/A	0.16	9.33	15.78	
PcyM_0027400	PcyM_0027400-t36_1	PcyM_0027400	N/A	0	2.08	0	
PcyM_0027500	PcyM_0027500-t36_1	PcyM_0027500	N/A	0	6.39	0	
PcyM_0027600	PcyM_0027600-t36_1	PcyM_0027600	N/A	0	1.08	1.66	
PcyM_0027700	PcyM_0027700-t36_1	PcyM_0027700	N/A	0	4.48	0	
PcyM_0027800	PcyM_0027800-t36_1	PcyM_0027800	N/A	0	5.9	0	
PcyM_0027900	PcyM_0027900-t36_1	PcyM_0027900	N/A	0	2.92	1.27	
PcyM_0028000	PcyM_0028000-t36_1	PcyM_0028000	N/A	0	0.21	0	
PcyM_0028100	PcyM_0028100-t36_1	PcyM_0028100	N/A	0	2.14	0	
PcyM_0028200	PcyM_0028200-t36_1	PcyM_0028200	N/A	0	7.37	1.21	
PcyM_0028250	PcyM_0028250-t36_1	PcyM_0028250	N/A	0.14	13.22	0	
PcyM_0028300	PcyM_0028300-t36_1	PcyM_0028300	N/A	0	6.5	0	
PcyM_0028400	PcyM_0028400-t36_1	PcyM_0028400	N/A	0.14	1.01	0	
PcyM_0028500	PcyM_0028500-t36_1	PcyM_0028500	N/A	0	1.5	0	
PcyM_0028600	PcyM_0028600-t36_1	PcyM_0028600	N/A	0	10.46	0	
PcyM_0028700	PcyM_0028700-t36_1	PcyM_0028700	N/A	0	10.07	5.47	
PcyM_0028800	PcyM_0028800-t36_1	PcyM_0028800	N/A	0	1.07	1.26	
PcyM_0028850	PcyM_0028850-t36_1	PcyM_0028850	N/A	0	0.5	1.38	
PcyM_0028900	PcyM_0028900-t36_1	PcyM_0028900	N/A	0	10.33	2.97	
PcyM_0029000	PcyM_0029000-t36_1	PcyM_0029000	N/A	0	5.62	0	
PcyM_0029100	PcyM_0029100-t36_1	PcyM_0029100	N/A	0.06	2.22	0	
PcyM_0029200	PcyM_0029200-t36_1	PcyM_0029200	N/A	0	6.54	0	
PcyM_0029300	PcyM_0029300-t36_1	PcyM_0029300	N/A	0	5.59	2.96	
PcyM_0029400	PcyM_0029400-t36_1	PcyM_0029400	N/A	0	1.37	0	
PcyM_0029500	PcyM_0029500-t36_1	PcyM_0029500	N/A	0.07	8.12	0	
PcyM_0029550	PcyM_0029550-t36_1	PcyM_0029550	N/A	0	3.38	0	
PcyM_0029600	PcyM_0029600-t36_1	PcyM_0029600	N/A	0	2.2	0	
PcyM_0029700	PcyM_0029700-t36_1	PcyM_0029700	N/A	0	3.58	0	
PcyM_0029800	PcyM_0029800-t36_1	PcyM_0029800	N/A	0	46.51	0.68	
PcyM_0029900	PcyM_0029900-t36_1	PcyM_0029900	N/A	0.06	2.4	0	
PcyM_0030100	PcyM_0030100-t36_1	PcyM_0030100	N/A	0	1.86	0	
PcyM_0030200	PcyM_0030200-t36_1	PcyM_0030200	N/A	0	1.71	0.93	
PcyM_0030250	PcyM_0030250-t36_1	PcyM_0030250	N/A	0	9.05	1.85	
PcyM_0030300	PcyM_0030300-t36_1	PcyM_0030300	N/A	0	23.83	0	
PcyM_0030400	PcyM_0030400-t36_1	PcyM_0030400	N/A	7.07	2.3	0.89	
PcyM_0030600	PcyM_0030600-t36_1	PcyM_0030600	N/A	0	12.28	0	
PcyM_0030650	PcyM_0030650-t36_1	PcyM_0030650	N/A	0	1.13	0	
PcyM_0030700	PcyM_0030700-t36_1	PcyM_0030700	N/A	0	6.3	0	
PcyM_0030800	PcyM_0030800-t36_1	PcyM_0030800	N/A	0	1.79	0	
PcyM_0030900	PcyM_0030900-t36_1	PcyM_0030900	N/A	0	2.5	0	
PcyM_0030950	PcyM_0030950-t36_1	PcyM_0030950	N/A	0	0.88	0	
PcyM_0031000	PcyM_0031000-t36_1	PcyM_0031000	N/A	0	45.64	4.26	
PcyM_0031050	PcyM_0031050-t36_1	PcyM_0031050	N/A	0	2.16	0	
PcyM_0031100	PcyM_0031100-t36_1	PcyM_0031100	N/A	0	40.59	3.96	
PcyM_0031150	PcyM_0031150-t36_1	PcyM_0031150	N/A	0	0.39	1.43	
PcyM_0031200	PcyM_0031200-t36_1	PcyM_0031200	N/A	0	19.04	0	
PcyM_0031300	PcyM_0031300-t36_1	PcyM_0031300	N/A	0	15.76	0	
PcyM_0031400	PcyM_0031400-t36_1	PcyM_0031400	N/A	0	4.04	0	
PcyM_0031500	PcyM_0031500-t36_1	PcyM_0031500	N/A	0.67	3.46	3.82	
PcyM_0031600	PcyM_0031600-t36_1	PcyM_0031600	N/A	0	2.57	0	
PcyM_0031700	PcyM_0031700-t36_1	PcyM_0031700	N/A	0	14.53	2.41	
PcyM_0031800	PcyM_0031800-t36_1	PcyM_0031800	N/A	0	11.82	0	
PcyM_0031900	PcyM_0031900-t36_1	PcyM_0031900	N/A	0	7.62	0	
PcyM_0032000	PcyM_0032000-t36_1	PcyM_0032000	N/A	0	1.01	0	
PcyM_0032100	PcyM_0032100-t36_1	PcyM_0032100	N/A	0	10.55	0	
PcyM_0032300	PcyM_0032300-t36_1	PcyM_0032300	N/A	0	10.13	1.28	
PcyM_0032400	PcyM_0032400-t36_1	PcyM_0032400	N/A	0	2.11	0	
PcyM_0032500	PcyM_0032500-t36_1	PcyM_0032500	N/A	0	14.17	0	
PcyM_0032600	PcyM_0032600-t36_1	PcyM_0032600	N/A	0	0.93	0	
PcyM_0032700	PcyM_0032700-t36_1	PcyM_0032700	N/A	0	11.83	0	
PcyM_0032800	PcyM_0032800-t36_1	PcyM_0032800	N/A	0	2.37	3.06	
PcyM_0032900	PcyM_0032900-t36_1	PcyM_0032900	N/A	0	7.56	0	
PcyM_0033000	PcyM_0033000-t36_1	PcyM_0033000	N/A	0	17.84	0	
PcyM_0033100	PcyM_0033100-t36_1	PcyM_0033100	N/A	0	10.38	0.93	
PcyM_0033200	PcyM_0033200-t36_1	PcyM_0033200	N/A	0	21.57	2.92	
PcyM_0033300	PcyM_0033300-t36_1	PcyM_0033300	N/A	0	0	0	
PcyM_0033400	PcyM_0033400-t36_1	PcyM_0033400	N/A	10.37	16.82	0	
PcyM_0033600	PcyM_0033600-t36_1	PcyM_0033600	N/A	77.59	3.17	0	
PcyM_0033700	PcyM_0033700-t36_1	PcyM_0033700	N/A	0	2.05	0	
PcyM_0033800	PcyM_0033800-t36_1	PcyM_0033800	N/A	0	4.69	0	
PcyM_0033900	PcyM_0033900-t36_1	PcyM_0033900	N/A	0	9.9	0	
PcyM_0034000	PcyM_0034000-t36_1	PcyM_0034000	N/A	0	4.62	0	
PcyM_0034050	PcyM_0034050-t36_1	PcyM_0034050	N/A	0	0.25	1.36	
PcyM_0034100	PcyM_0034100-t36_1	PcyM_0034100	N/A	0	4.87	0	
PcyM_0034170	PcyM_0034170-t36_1	PcyM_0034170	N/A	0	2.69	0	
PcyM_0034200	PcyM_0034200-t36_1	PcyM_0034200	N/A	0	6.69	0	
PcyM_0034300	PcyM_0034300-t36_1	PcyM_0034300	N/A	0	3.36	0	
PcyM_0034350	PcyM_0034350-t36_1	PcyM_0034350	N/A	0	2.65	0	
PcyM_0034370	PcyM_0034370-t36_1	PcyM_0034370	N/A	0	0.17	0	
PcyM_0034400	PcyM_0034400-t36_1	PcyM_0034400	N/A	0	5.57	0	
PcyM_0034500	PcyM_0034500-t36_1	PcyM_0034500	N/A	0	5.22	0	
PcyM_0034600	PcyM_0034600-t36_1	PcyM_0034600	N/A	0	3.43	0	
PcyM_0034700	PcyM_0034700-t36_1	PcyM_0034700	N/A	0	8.19	0	
PcyM_0034790	PcyM_0034790-t36_1	PcyM_0034790	N/A	0	14.25	13.83	
PcyM_0034800	PcyM_0034800-t36_1	PcyM_0034800	N/A	0	26.54	0	
PcyM_0034900	PcyM_0034900-t36_1	PcyM_0034900	N/A	0	3.99	1.23	
PcyM_0034950	PcyM_0034950-t36_1	PcyM_0034950	N/A	0	3.11	1.51	
PcyM_0035000	PcyM_0035000-t36_1	PcyM_0035000	N/A	0	3.53	0	
PcyM_0035100	PcyM_0035100-t36_1	PcyM_0035100	N/A	0	3.24	1.23	
PcyM_0035150	PcyM_0035150-t36_1	PcyM_0035150	N/A	0	1.67	0	
PcyM_0035200	PcyM_0035200-t36_1	PcyM_0035200	N/A	0	9.42	1.31	
PcyM_0035250	PcyM_0035250-t36_1	PcyM_0035250	N/A	0	0.32	0	
PcyM_0035270	PcyM_0035270-t36_1	PcyM_0035270	N/A	0	0	0	
PcyM_0035300	PcyM_0035300-t36_1	PcyM_0035300	N/A	0	7.35	0	
PcyM_0035400	PcyM_0035400-t36_1	PcyM_0035400	N/A	0	94.47	0	
PcyM_0035500	PcyM_0035500-t36_1	PcyM_0035500	N/A	19.66	9.6	2.84	
PcyM_0035600	PcyM_0035600-t36_1	PcyM_0035600	N/A	0	4.41	0	
PcyM_0035700	PcyM_0035700-t36_1	PcyM_0035700	N/A	0	13.64	0	
PcyM_0035750	PcyM_0035750-t36_1	PcyM_0035750	N/A	0	5.05	0	
PcyM_0035800	PcyM_0035800-t36_1	PcyM_0035800	N/A	0	27.54	0	
PcyM_0035900	PcyM_0035900-t36_1	PcyM_0035900	N/A	0	0	0	
PcyM_0035950	PcyM_0035950-t36_1	PcyM_0035950	N/A	0	0.19	0	
PcyM_0036000	PcyM_0036000-t36_1	PcyM_0036000	N/A	0	14.82	0	
PcyM_0036050	PcyM_0036050-t36_1	PcyM_0036050	N/A	0	5.88	3.3	
PcyM_0036100	PcyM_0036100-t36_1	PcyM_0036100	N/A	0	49.97	3.79	
PcyM_0036200	PcyM_0036200-t36_1	PcyM_0036200	N/A	0	0.15	0	
PcyM_0036300	PcyM_0036300-t36_1	PcyM_0036300	N/A	0	2.1	0	
PcyM_0036400	PcyM_0036400-t36_1	PcyM_0036400	N/A	0	2.55	0	
PcyM_0036450	PcyM_0036450-t36_1	PcyM_0036450	N/A	0	1.34	0	
PcyM_0036500	PcyM_0036500-t36_1	PcyM_0036500	N/A	0	3.96	0	
PcyM_0036600	PcyM_0036600-t36_1	PcyM_0036600	N/A	0	5.56	1.53	
PcyM_0036650	PcyM_0036650-t36_1	PcyM_0036650	N/A	0	0.15	0	
PcyM_0036700	PcyM_0036700-t36_1	PcyM_0036700	N/A	0	3.06	0	
PcyM_0036800	PcyM_0036800-t36_1	PcyM_0036800	N/A	0	14	0	
PcyM_0036900	PcyM_0036900-t36_1	PcyM_0036900	N/A	0	1.15	1.65	
PcyM_0037000	PcyM_0037000-t36_1	PcyM_0037000	N/A	0	11.96	0	
PcyM_0037100	PcyM_0037100-t36_1	PcyM_0037100	N/A	0	6.88	0	
PcyM_0037200	PcyM_0037200-t36_1	PcyM_0037200	N/A	0	2.52	0	
PcyM_0037300	PcyM_0037300-t36_1	PcyM_0037300	N/A	0	20.55	0	
PcyM_0037350	PcyM_0037350-t36_1	PcyM_0037350	N/A	0	0.74	0	
PcyM_0037400	PcyM_0037400-t36_1	PcyM_0037400	N/A	0	36.99	0	
PcyM_0037500	PcyM_0037500-t36_1	PcyM_0037500	N/A	0.09	55.91	6.07	
PcyM_0037600	PcyM_0037600-t36_1	PcyM_0037600	N/A	0.06	81.88	0	
PcyM_0037700	PcyM_0037700-t36_1	PcyM_0037700	N/A	0	3.24	0	
PcyM_0037800	PcyM_0037800-t36_1	PcyM_0037800	N/A	0	2.24	0	
PcyM_0037900	PcyM_0037900-t36_1	PcyM_0037900	N/A	0	0	0	
PcyM_0038000	PcyM_0038000-t36_1	PcyM_0038000	N/A	0	1.13	0	
PcyM_0038100	PcyM_0038100-t36_1	PcyM_0038100	N/A	0	5.18	0	
PcyM_0038200	PcyM_0038200-t36_1	PcyM_0038200	N/A	0	5.88	0	
PcyM_0038300	PcyM_0038300-t36_1	PcyM_0038300	N/A	0	6.93	0	
PcyM_0038400	PcyM_0038400-t36_1	PcyM_0038400	N/A	0	3.18	0	
PcyM_0038500	PcyM_0038500-t36_1	PcyM_0038500	N/A	0	3.09	0	
PcyM_0038600	PcyM_0038600-t36_1	PcyM_0038600	N/A	0	4.43	0	
PcyM_0038700	PcyM_0038700-t36_1	PcyM_0038700	N/A	0	2.91	0.92	
PcyM_0038800	PcyM_0038800-t36_1	PcyM_0038800	N/A	0	15.89	0	
PcyM_0038900	PcyM_0038900-t36_1	PcyM_0038900	N/A	0	5.42	0	
PcyM_0038950	PcyM_0038950-t36_1	PcyM_0038950	N/A	0	3.75	0	
PcyM_0039000	PcyM_0039000-t36_1	PcyM_0039000	N/A	0	0.59	0	
PcyM_0039050	PcyM_0039050-t36_1	PcyM_0039050	N/A	0	6.9	0	
PcyM_0039100	PcyM_0039100-t36_1	PcyM_0039100	N/A	0	8.71	0	
PcyM_0039200	PcyM_0039200-t36_1	PcyM_0039200	N/A	0	8.07	0	
PcyM_0039300	PcyM_0039300-t36_1	PcyM_0039300	N/A	0	5.29	0	
PcyM_0039400	PcyM_0039400-t36_1	PcyM_0039400	N/A	0	40.02	0	
PcyM_0039450	PcyM_0039450-t36_1	PcyM_0039450	N/A	0	0	0	
PcyM_0039500	PcyM_0039500-t36_1	PcyM_0039500	N/A	0	78.17	0	
PcyM_0039550	PcyM_0039550-t36_1	PcyM_0039550	N/A	0	0.18	0	
PcyM_0039600	PcyM_0039600-t36_1	PcyM_0039600	N/A	0	0	0	
PcyM_0039700	PcyM_0039700-t36_1	PcyM_0039700	N/A	0	1.65	0	
PcyM_0039800	PcyM_0039800-t36_1	PcyM_0039800	N/A	0	1.08	0	
PcyM_0039900	PcyM_0039900-t36_1	PcyM_0039900	N/A	0	0.99	0	
PcyM_0039950	PcyM_0039950-t36_1	PcyM_0039950	N/A	0	2.03	0	
PcyM_0040000	PcyM_0040000-t36_1	PcyM_0040000	N/A	0	2.97	0	
PcyM_0040100	PcyM_0040100-t36_1	PcyM_0040100	N/A	0.11	16.4	1.21	
PcyM_0040200	PcyM_0040200-t36_1	PcyM_0040200	N/A	0	0.74	0	
PcyM_0040300	PcyM_0040300-t36_1	PcyM_0040300	N/A	0.27	1.31	0	
PcyM_0040400	PcyM_0040400-t36_1	PcyM_0040400	N/A	0	14.82	0	
PcyM_0040500	PcyM_0040500-t36_1	PcyM_0040500	N/A	0	7.05	0	
PcyM_0040600	PcyM_0040600-t36_1	PcyM_0040600	N/A	0	4.35	1.36	
PcyM_0040700	PcyM_0040700-t36_1	PcyM_0040700	N/A	0	3.9	0	
PcyM_0040800	PcyM_0040800-t36_1	PcyM_0040800	N/A	0	0	1.53	
PcyM_0040900	PcyM_0040900-t36_1	PcyM_0040900	N/A	0	3.12	0	
PcyM_0041000	PcyM_0041000-t36_1	PcyM_0041000	N/A	0	0	0	
PcyM_0041050	PcyM_0041050-t36_1	PcyM_0041050	N/A	0	2.21	1.29	
PcyM_0041100	PcyM_0041100-t36_1	PcyM_0041100	N/A	0	0.47	0	
PcyM_0041200	PcyM_0041200-t36_1	PcyM_0041200	N/A	0	0.42	0	
PcyM_0041300	PcyM_0041300-t36_1	PcyM_0041300	N/A	0	6.96	0	
PcyM_0041400	PcyM_0041400-t36_1	PcyM_0041400	N/A	0	2.35	0	
PcyM_0041450	PcyM_0041450-t36_1	PcyM_0041450	N/A	0	0	0	
PcyM_0041500	PcyM_0041500-t36_1	PcyM_0041500	N/A	0	2.06	16.29	
PcyM_0041600	PcyM_0041600-t36_1	PcyM_0041600	N/A	0	10.31	0.84	
PcyM_0041700	PcyM_0041700-t36_1	PcyM_0041700	N/A	0	1.18	0	
PcyM_0041800	PcyM_0041800-t36_1	PcyM_0041800	N/A	0	1.41	0	
PcyM_0041900	PcyM_0041900-t36_1	PcyM_0041900	N/A	0	3.03	0	
PcyM_0042000	PcyM_0042000-t36_1	PcyM_0042000	N/A	0	16.79	5.13	
PcyM_0042100	PcyM_0042100-t36_1	PcyM_0042100	N/A	0	3.85	0	
PcyM_0042200	PcyM_0042200-t36_1	PcyM_0042200	N/A	0	7.91	0	
PcyM_0042300	PcyM_0042300-t36_1	PcyM_0042300	N/A	0	25.89	0	
PcyM_0042400	PcyM_0042400-t36_1	PcyM_0042400	N/A	0	0	0	
PcyM_0042500	PcyM_0042500-t36_1	PcyM_0042500	N/A	0	10.31	0	
PcyM_0042600	PcyM_0042600-t36_1	PcyM_0042600	N/A	0	8.52	0	
PcyM_0042700	PcyM_0042700-t36_1	PcyM_0042700	N/A	0	5.1	1.41	
PcyM_0042800	PcyM_0042800-t36_1	PcyM_0042800	N/A	0	0.58	0	
PcyM_0042850	PcyM_0042850-t36_1	PcyM_0042850	N/A	0	10.31	0	
PcyM_0042900	PcyM_0042900-t36_1	PcyM_0042900	N/A	0	40.07	0	
PcyM_0043000	PcyM_0043000-t36_1	PcyM_0043000	N/A	0	0	0	
PcyM_0043100	PcyM_0043100-t36_1	PcyM_0043100	N/A	0	22.52	0	
PcyM_0043200	PcyM_0043200-t36_1	PcyM_0043200	N/A	0	3.4	0	
PcyM_0043300	PcyM_0043300-t36_1	PcyM_0043300	N/A	0	3.76	0	
PcyM_0043400	PcyM_0043400-t36_1	PcyM_0043400	N/A	0	12.45	0	
PcyM_0043500	PcyM_0043500-t36_1	PcyM_0043500	N/A	0	2.22	1.16	
PcyM_0043600	PcyM_0043600-t36_1	PcyM_0043600	N/A	0	0	0	
PcyM_0043700	PcyM_0043700-t36_1	PcyM_0043700	N/A	0	0	0	
PcyM_0043800	PcyM_0043800-t36_1	PcyM_0043800	N/A	0	77.32	0	
PcyM_0043900	PcyM_0043900-t36_1	PcyM_0043900	N/A	0	0.74	0	
PcyM_0044000	PcyM_0044000-t36_1	PcyM_0044000	N/A	0	0.61	0	
PcyM_0044100	PcyM_0044100-t36_1	PcyM_0044100	N/A	0	0	0	
PcyM_0044200	PcyM_0044200-t36_1	PcyM_0044200	N/A	0	0	0	
PcyM_0044300	PcyM_0044300-t36_1	PcyM_0044300	N/A	0	1.92	0	
PcyM_0044400	PcyM_0044400-t36_1	PcyM_0044400	N/A	0	1.16	0	
PcyM_0044500	PcyM_0044500-t36_1	PcyM_0044500	N/A	0	2.7	0	
PcyM_0044600	PcyM_0044600-t36_1	PcyM_0044600	N/A	0	0.78	0	
PcyM_0044700	PcyM_0044700-t36_1	PcyM_0044700	N/A	0	9.53	1.34	
PcyM_0044800	PcyM_0044800-t36_1	PcyM_0044800	N/A	0	1.05	0	
PcyM_0044900	PcyM_0044900-t36_1	PcyM_0044900	N/A	0	7.1	0	
PcyM_0045000	PcyM_0045000-t36_1	PcyM_0045000	N/A	0	2.56	0	
PcyM_0045100	PcyM_0045100-t36_1	PcyM_0045100	N/A	0	3.24	0	
PcyM_0045200	PcyM_0045200-t36_1	PcyM_0045200	N/A	0	3.2	0	
PcyM_0045300	PcyM_0045300-t36_1	PcyM_0045300	N/A	0	2.23	0	
PcyM_0045400	PcyM_0045400-t36_1	PcyM_0045400	N/A	0.35	2.93	0	
PcyM_0045500	PcyM_0045500-t36_1	PcyM_0045500	N/A	0	2	0	
PcyM_0045600	PcyM_0045600-t36_1	PcyM_0045600	N/A	0	2.34	2.78	
PcyM_0045800	PcyM_0045800-t36_1	PcyM_0045800	N/A	0	0	0	
PcyM_0045900	PcyM_0045900-t36_1	PcyM_0045900	N/A	0	4.59	0	
PcyM_0045950	PcyM_0045950-t36_1	PcyM_0045950	N/A	0	0.44	0	
PcyM_0046000	PcyM_0046000-t36_1	PcyM_0046000	N/A	0	3.39	2.81	
PcyM_0046100	PcyM_0046100-t36_1	PcyM_0046100	N/A	0.09	2.26	0	
PcyM_0046200	PcyM_0046200-t36_1	PcyM_0046200	N/A	0	0.79	0	
PcyM_0046300	PcyM_0046300-t36_1	PcyM_0046300	N/A	0	3.95	0	
PcyM_0046400	PcyM_0046400-t36_1	PcyM_0046400	N/A	0	0.95	3.67	
PcyM_0046450	PcyM_0046450-t36_1	PcyM_0046450	N/A	0	6.28	0	
PcyM_0046500	PcyM_0046500-t36_1	PcyM_0046500	N/A	0.19	32.96	0	
PcyM_0046600	PcyM_0046600-t36_1	PcyM_0046600	N/A	8	4.85	5.33	
PcyM_0046700	PcyM_0046700-t36_1	PcyM_0046700	N/A	0	1.94	0	
PcyM_0046800	PcyM_0046800-t36_1	PcyM_0046800	N/A	0	13.82	0	
PcyM_0046900	PcyM_0046900-t36_1	PcyM_0046900	N/A	0	99.59	0	
PcyM_0046950	PcyM_0046950-t36_1	PcyM_0046950	N/A	0	0.25	0	
PcyM_0047000	PcyM_0047000-t36_1	PcyM_0047000	N/A	0	0.22	0	
PcyM_0047100	PcyM_0047100-t36_1	PcyM_0047100	N/A	0	11	0	
PcyM_0047150	PcyM_0047150-t36_1	PcyM_0047150	N/A	0	2.91	0	
PcyM_0047200	PcyM_0047200-t36_1	PcyM_0047200	N/A	0	0.21	0	
PcyM_0047300	PcyM_0047300-t36_1	PcyM_0047300	N/A	0.61	0.96	0	
PcyM_0047400	PcyM_0047400-t36_1	PcyM_0047400	N/A	0	0.28	0	
PcyM_0047500	PcyM_0047500-t36_1	PcyM_0047500	N/A	0	2.93	0	
PcyM_0047600	PcyM_0047600-t36_1	PcyM_0047600	N/A	0	14.31	0	
PcyM_0047700	PcyM_0047700-t36_1	PcyM_0047700	N/A	0	17.95	0	
PcyM_0047900	PcyM_0047900-t36_1	PcyM_0047900	N/A	0	1.34	1.09	
PcyM_0048000	PcyM_0048000-t36_1	PcyM_0048000	N/A	0	3.91	0	
PcyM_0048100	PcyM_0048100-t36_1	PcyM_0048100	N/A	0	12.3	0	
PcyM_0048150	PcyM_0048150-t36_1	PcyM_0048150	N/A	0	0.65	0	
PcyM_0048200	PcyM_0048200-t36_1	PcyM_0048200	N/A	0	83.49	0	
PcyM_0048300	PcyM_0048300-t36_1	PcyM_0048300	N/A	0	3.94	0	
PcyM_0048400	PcyM_0048400-t36_1	PcyM_0048400	N/A	0	3.45	6.52	
PcyM_0048500	PcyM_0048500-t36_1	PcyM_0048500	N/A	0	0.12	0	
PcyM_0048550	PcyM_0048550-t36_1	PcyM_0048550	N/A	0	1.06	1.84	
PcyM_0048600	PcyM_0048600-t36_1	PcyM_0048600	N/A	0	7.07	0	
PcyM_0048700	PcyM_0048700-t36_1	PcyM_0048700	N/A	0	3.97	1.31	
PcyM_0048800	PcyM_0048800-t36_1	PcyM_0048800	N/A	0	9.54	0	
PcyM_0048900	PcyM_0048900-t36_1	PcyM_0048900	N/A	0	1.81	0	
PcyM_0049000	PcyM_0049000-t36_1	PcyM_0049000	N/A	0	6.21	0	
PcyM_0049100	PcyM_0049100-t36_1	PcyM_0049100	N/A	0	4.23	0	
PcyM_0049200	PcyM_0049200-t36_1	PcyM_0049200	N/A	0	0.84	0	
PcyM_0049300	PcyM_0049300-t36_1	PcyM_0049300	N/A	0	1.55	1.32	
PcyM_0049400	PcyM_0049400-t36_1	PcyM_0049400	N/A	0	3.87	1.32	
PcyM_0049500	PcyM_0049500-t36_1	PcyM_0049500	N/A	0	17.04	0	
PcyM_0049600	PcyM_0049600-t36_1	PcyM_0049600	N/A	0	4.25	0	
PcyM_0049700	PcyM_0049700-t36_1	PcyM_0049700	N/A	0	5.14	1.52	
PcyM_0049800	PcyM_0049800-t36_1	PcyM_0049800	N/A	0	4.12	0	
PcyM_0049900	PcyM_0049900-t36_1	PcyM_0049900	N/A	0	9.21	0	
PcyM_0049950	PcyM_0049950-t36_1	PcyM_0049950	N/A	0	1.11	0	
