Gene ID	source_id	smru1 - smru1 6 hours - unique (intraerythrocytic cycle)	smru1 - smru1 18 hours - unique (intraerythrocytic cycle)	smru1 - smru1 24 hours - unique (intraerythrocytic cycle)	smru1 - smru1 30 hours - unique (intraerythrocytic cycle)	smru1 - smru1 36 hours - unique (intraerythrocytic cycle)	smru1 - smru1 48 hours - unique (intraerythrocytic cycle)	smru1 - smru1 42 hours - unique (intraerythrocytic cycle)	smru2 - smru2 6 hours - unique (intraerythrocytic cycle)	smru2 - smru2 12 hours - unique (intraerythrocytic cycle)	smru2 - smru2 18 hours - unique (intraerythrocytic cycle)	smru2 - smru2 24 hours - unique (intraerythrocytic cycle)	smru2 - smru2 30 hours - unique (intraerythrocytic cycle)	smru2 - smru2 36 hours - unique (intraerythrocytic cycle)	smru2 - smru2 42 hours - unique (intraerythrocytic cycle)	smru2 - smru2 48 hours - unique (intraerythrocytic cycle)	
PVP01_0814900	PVP01_0814900.1	6.05	2.64	2.38	3.87	12.55	32.58	24.41	5.09	4.7	3.24	4.05	5.65	14.95	20.84	20.27	
PVP01_0815000	PVP01_0815000.1	27.54	12.42	9.88	11.01	212.24	128.8	239.13	55.6	14.06	9.52	11.2	114.33	234.85	180.63	138.42	
PVP01_0815400	PVP01_0815400.1	88.9	120.34	78.28	38.81	26.01	48.29	30.51	83.41	101.71	87.05	54.52	38.33	30.72	32.3	41.85	
PVP01_0815600	PVP01_0815600.1	4.73	15.65	16.84	9.35	5.39	3.02	4.1	9.79	13.56	15.78	16.41	10.67	6.89	5.66	4.85	
PVP01_0816700	PVP01_0816700.1	124.42	118.19	110.98	124.74	105.2	110.3	138.83	118.92	114.81	107.86	137.17	142.78	129.62	120.97	103.84	
PVP01_0816900	PVP01_0816900.1	38.25	38.93	40.48	22.08	19.65	40.06	24.43	36.03	49.92	35.44	36.93	22.29	22.03	33.2	45.76	
PVP01_0817500	PVP01_0817500.1	21.38	24.04	22.76	15.53	11.84	8.86	8.59	16.98	19.49	19.36	17.85	12.45	10.89	9.54	10.99	
PVP01_0818000	PVP01_0818000.1	12.53	8.29	7.62	9.77	23.79	29.32	22.58	14.56	8.65	9.68	9.59	15.63	21.21	22.3	23.29	
PVP01_0818100	PVP01_0818100.1	33.61	51.7	50.45	22.81	8.29	3.81	5.41	49.44	51.7	62.64	45.83	16.19	6.54	7.41	9.54	
PVP01_0818300	PVP01_0818300.1	37.88	51.34	52.4	60.89	56.12	16.65	24.69	50.98	52.63	47.14	55.25	67.33	41.34	20.07	23.12	
PVP01_0818600	PVP01_0818600.1	50.81	61.91	59.34	57.15	79.12	34.67	48.21	58.84	64.5	76.27	63.76	75.96	85.67	50.26	48.91	
PVP01_0819500	PVP01_0819500.1	157.51	188.19	204.79	245.05	112.28	60.43	70.06	185.73	162.56	211.86	229.38	172.89	123.55	106.86	120.86	
PVP01_0820100	PVP01_0820100.1	64.05	100.05	110.32	79.07	104.32	42.52	62.04	95.39	70.61	90.34	109.58	106.97	94.19	63.25	62.13	
PVP01_0820200	PVP01_0820200.1	252.76	331.77	338.55	122.76	72.97	294.12	166.82	241.51	336.12	350.17	226.18	93.41	125.2	157.84	234.18	
PVP01_0821400	PVP01_0821400.1	15.07	73.21	106.86	66.75	28.7	11.83	15.83	25.78	48.53	85.64	92.91	32.31	20.67	18.38	16.38	
PVP01_0822100	PVP01_0822100.1	278.5	113.46	91.66	86	109.57	657.99	267.06	116.62	125.01	110.6	88.27	101.85	197.44	341.81	530.9	
PVP01_0823100	PVP01_0823100.1	159.95	344	382.78	339.72	139.8	53.91	64.15	258.47	323.61	384.43	382.63	270.3	118.6	58.83	52.93	
PVP01_0823200	PVP01_0823200.1	65.81	73.24	70.92	56.83	62.11	81	102.67	72.91	76.2	75.36	52.96	54.12	65.9	80.79	65.01	
PVP01_0823300	PVP01_0823300.1	2130.88	1720.08	1284.93	1311.75	614.03	310.55	307.74	1872.03	1552.53	1517.13	1423.67	1067.05	548.08	347.7	347.7	
PVP01_0823400	PVP01_0823400.1	70.53	125.59	159.5	192.07	125.95	28.57	57.47	140.25	96.26	118.96	162.88	155.2	79.53	52.9	40.16	
PVP01_0823800	PVP01_0823800.1	128.65	165.92	197.12	243.9	138.75	163.08	149.61	137.8	156.67	162.2	243.5	215.06	140.77	107.54	112.19	
PVP01_0825200	PVP01_0825200.1	32.62	18.54	26.24	19.71	38.6	114.53	83.72	31.87	28.22	27.75	37.05	38.94	73.81	96.32	135.46	
PVP01_0825600	PVP01_0825600.1	154.31	169.76	197.91	214.31	197.45	102.2	117.13	203.13	226.73	221.42	252.22	248.72	168.11	124.31	109.2	
PVP01_0825700	PVP01_0825700.1	97.52	106.09	98.48	89.7	61.96	75.29	47.84	107.6	104.55	96.82	116.76	95.12	56.79	57.68	70.89	
PVP01_0826000	PVP01_0826000.1	24.41	12.02	22.11	41.06	40.51	51.23	39.71	15.77	9.35	17.49	34.73	47.8	28.35	35.75	46.03	
PVP01_0826100	PVP01_0826100.1	200.63	231.06	215.09	222.41	261.61	169.26	241.07	233.35	213.94	181.89	195.32	240.03	266.06	220.04	195.85	
PVP01_0827000	PVP01_0827000.1	49.58	94.62	96.27	68.03	56.2	45.61	52.01	49.18	84.41	76.35	67.86	54.11	43.44	27.87	28.61	
PVP01_0828400	PVP01_0828400.1	24.14	84.71	145.6	75.84	36.79	40.46	34.76	15.1	37.93	104.06	125.49	59.09	30.26	37.57	39.1	
PVP01_0829100	PVP01_0829100.1	131.13	107.95	111.53	74.04	32.04	25.69	24.04	69.71	81.45	76.17	74.84	42.69	30.87	21.26	36.49	
PVP01_0829200	PVP01_0829200.1	34.04	21.24	21.21	17.6	15.52	14.77	16	21.29	16.59	17.4	15.54	13.68	13.15	8.57	17.78	
PVP01_0830100	PVP01_0830100.1	5.88	2.43	5.64	0.92	1.79	3.08	4.72	1.58	4.06	4.08	4.08	4.28	2.42	2.08	4.6	
PVP01_0833400	PVP01_0833400.1	396.37	477.49	431.38	333.15	148.89	166.62	124.17	382.43	449.86	414.52	362.92	236.89	132.24	125.65	179.83	
PVP01_0834000	PVP01_0834000.1	158.7	167.62	93.98	20.59	8.39	13.37	7.3	155.95	170.02	136.24	42.15	13.42	17.88	13.7	20.16	
PVP01_0834500	PVP01_0834500.1	443.76	653.74	654.18	604.47	224.97	93.06	86.39	512.8	566.68	658.72	655.58	432.47	138.92	101.59	129.15	
PVP01_0834600	PVP01_0834600.1	8.76	35.86	62.56	105.54	55.08	31.46	32.6	36.01	24.44	52.57	92.97	77.36	50.82	31.95	31.49	
PVP01_0834700	PVP01_0834700.1	58.82	83.52	79.41	55.77	62.95	32.37	47.16	65.58	71.01	68.49	59.76	52.89	47.85	34.05	29.53	
PVP01_0835900	PVP01_0835900.1	13.99	29.1	28.59	10.08	5.45	4.16	3.51	13.34	24.62	29.68	18.86	8.87	6.22	5.2	9.3	
PVP01_0837000	PVP01_0837000.1	21.05	48.42	96.01	99.09	73.73	55.22	63.1	36.67	37.79	59.05	97.83	92.28	63.14	58.15	60.05	
PVP01_0837600	PVP01_0837600.1	4.09	19.7	24.03	12.45	8.03	5.55	5.91	8.69	17.58	26.25	23.07	8.7	6.43	5.41	8.75	
PVP01_0837800	PVP01_0837800.1	59.93	55.68	56.53	43.71	19.95	24.09	14.09	45.3	54.43	63.16	58.76	39.85	24.78	17.22	26.45	
PVP01_0838400	PVP01_0838400.1	0.45	2.13	1.57	0.49	0	0	0	1.12	0.72	0.44	1.25	0.31	1.16	0.96	2.46	
PVP01_0838600	PVP01_0838600.1	5.61	0	0.98	3.06	0.51	28.61	21.14	24.54	51.01	28.85	19.85	11.29	18.4	59.02	45.67	
PVP01_0840000	PVP01_0840000.1	0	0	0	0	0	0	0	1.17	0.5	0	0	0	0	0	0	
PVP01_0840100	PVP01_0840100.1	0	0	0	0	0	0	0	3.48	0.5	1.2	0.43	0	1.07	0	0	
PVP01_0840500	PVP01_0840500.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0100600	PVP01_0100600.1	0	0	0	0	0	0.41	0	0.66	0.85	0	0	0	0	0.56	0.72	
PVP01_0101100	PVP01_0101100.1	1.69	7.56	7.4	1.84	0	1.77	1.12	8.79	9.96	9.28	7.81	2.34	1.46	1.79	5.39	
PVP01_0101200	PVP01_0101200.1	0.41	2.27	15.45	24.61	10.09	4.18	6.1	2.56	0.33	1.19	9.96	13.38	7.44	3.05	0.56	
PVP01_0101300	PVP01_0101300.1	0.39	0	0	0.42	0.35	0.3	0.38	0.48	0.31	0	0	0	0	0	0.8	
PVP01_0101600	PVP01_0101600.1	5.06	2.4	3.55	1.99	2.03	2.54	2.81	4.69	3.1	3.54	4.22	3.23	2.1	2.15	2.08	
PVP01_0102700	PVP01_0102700.1	988.24	729.3	581.71	156.47	69.55	285.06	204.29	845.2	967.71	817.49	491.25	164.17	222.64	308.17	380.07	
PVP01_0104700	PVP01_0104700.1	1.08	0.53	0.47	92.98	397.69	52.67	160.73	121.7	1.2	0.26	25.91	288.18	256.6	91.45	51.56	
PVP01_0104900	PVP01_0104900.1	9.26	26.88	25.48	18.14	10.3	6.88	7.43	14.92	16.35	23.78	24.58	17.19	17.65	11.47	7.3	
PVP01_0105800	PVP01_0105800.1	11.26	38.79	36.97	9.13	3.38	8.72	4.63	14.59	36.02	37.97	19.55	5.03	5.14	7.87	12.45	
PVP01_0107500	PVP01_0107500.1	7.64	3.66	3.66	17.44	1260.05	385.93	1305.88	296.08	19.77	6.3	12.06	618.86	1320.47	878.74	437.92	
PVP01_0108000	PVP01_0108000.1	18.26	43.93	47.47	33.39	17.24	6.54	11.76	22.64	37.01	38.73	37.02	18.46	12.59	12.43	10.75	
PVP01_0109100	PVP01_0109100.1	717.35	582.24	375.6	227.01	99.8	55.69	57.69	521.45	549.86	420.96	293.93	194.22	122.02	85.35	122.3	
PVP01_0111900	PVP01_0111900.1	100.78	90.57	80.38	63.47	110.57	101.6	107.34	89.55	80.16	73.94	68.25	89.33	104.51	71.8	67.15	
PVP01_0115300	PVP01_0115300.1	6.98	2.76	6.12	30.48	98.68	3843.12	2739.55	21.83	1018.85	260.99	76.33	89.69	1394.46	4387.62	3923.92	
PVP01_0115400	PVP01_0115400.1	81.21	31.01	28.63	23.36	21.02	152.77	68.06	31.23	30.49	24.78	25.9	30.3	47.64	77.03	152.34	
PVP01_0116300	PVP01_0116300.1	121.79	103.48	102.16	77.54	60.35	33.16	37.06	107.79	97.41	104.07	86.94	66.68	40.33	30.22	37.11	
PVP01_0116900	PVP01_0116900.1	77.7	108.58	74.62	22.21	37.12	33.42	56.91	84.48	95.72	78.15	40.14	28.59	47.94	59.03	55.1	
PVP01_0118100	PVP01_0118100.1	9.19	24.88	41.65	56.97	80.7	42.52	60.58	26.82	21.2	30.06	43.38	58.47	57.75	48.3	32.97	
PVP01_0119700	PVP01_0119700.1	36.08	25.18	29.96	17.6	14.35	21.1	16.38	11.77	18.24	11.18	15.46	7.2	3.98	6.94	13.14	
PVP01_0120700	PVP01_0120700.1	0.96	0	0.84	0	0	0	0	0.6	0.77	0	0	0.66	0	0	0	
PVP01_0121500	PVP01_0121500.1	5.03	2.38	1.76	1.1	0.31	0.79	0	6.5	2.7	4.88	3.96	2.1	1.74	3.21	3.67	
PVP01_0900700	PVP01_0900700.1	1.37	0	0	1.49	2.49	6.43	13.09	11.1	9.53	8.84	2.53	12.96	30.66	35.81	15.58	
PVP01_0901900	PVP01_0901900.1	148.93	90.19	79.38	38.01	16.61	29.03	16.48	120.97	128.12	112.37	107.48	56.92	28.23	41.02	59.78	
PVP01_0903000	PVP01_0903000.1	7.95	10.78	10.96	2.48	1.04	3.57	2.25	11.37	15.55	18.76	17.35	15.78	4.91	10.87	7.78	
PVP01_0903100	PVP01_0903100.1	5.03	9.95	6.07	9.62	5.74	4.45	3.12	20.08	15.2	22.61	19.66	13.99	2.72	8.03	15.51	
PVP01_0903200	PVP01_0903200.1	13.9	8.49	11.08	7.58	6.34	4.46	3.13	12.64	9.16	5.52	10.52	8.33	6.55	4.7	10.81	
PVP01_0905000	PVP01_0905000.1	106.51	84.77	96.9	114.94	94.93	67.76	54.47	85.8	79.53	90.96	102.04	111.76	69.61	65.08	82.05	
PVP01_0907400	PVP01_0907400.1	16.55	62.28	52.34	13.48	4.53	4.2	3.66	25.56	46.63	45.73	26.24	7.69	3.96	3.93	6.27	
PVP01_0907800	PVP01_0907800.1	181.18	197.57	150.75	82.28	20.5	18.7	14.44	207.64	193.82	172.09	145.06	68.89	28.56	39.38	49.8	
PVP01_0907900	PVP01_0907900.1	290.74	269.56	204.94	195.56	218.28	107.38	136.34	295.05	273.17	242.66	206.98	240.74	194.71	143.74	157.87	
PVP01_0908300	PVP01_0908300.1	176.93	231.36	139.82	65.56	27.89	45.46	30.34	198.11	213.71	137.87	116	49.3	45.28	33.68	47.11	
PVP01_0908600	PVP01_0908600.1	119.44	96.47	77.05	29.81	114.28	201.36	301.12	78.54	86.2	66.94	45.88	88.07	205.27	354.37	225.32	
PVP01_0909300	PVP01_0909300.1	101.88	172.85	227.84	212.85	162.37	113.55	132.75	118.44	135.9	186.37	202.89	167.95	97.34	83.72	78.21	
PVP01_0909400	PVP01_0909400.1	513.73	855.97	940.52	1139.7	427.37	132.56	190.37	736.3	843.97	892.93	1021.22	737.07	365.36	159.68	177.38	
PVP01_0909500	PVP01_0909500.1	92.34	111.18	121.72	153.19	113.97	36.26	43.37	129.95	104.34	126.13	139.53	144.5	94.12	40.92	47.84	
PVP01_0910900	PVP01_0910900.1	10.91	16.87	35.3	102.45	153.06	36.19	63.05	69.78	11.91	27.79	80.98	176.18	120.25	47.97	35.53	
PVP01_0911600	PVP01_0911600.1	30.63	11.47	12.02	29.92	65.43	94.96	67.99	43.87	14.28	18.79	26.3	53.18	61.97	63.44	65.13	
PVP01_0912500	PVP01_0912500.1	25.93	46.97	46.37	18.5	18.44	15.56	12.16	27.59	42.26	45.61	40.68	18.58	15.35	15.2	21.11	
PVP01_0913500	PVP01_0913500.1	7.86	12.18	24.45	29.25	20.79	26.61	23.84	8.09	9.05	15.26	34	18.83	17.03	18.02	24.57	
PVP01_0914500	PVP01_0914500.1	79.03	185.55	212.4	116.38	38.38	12.49	15.31	117.3	170.96	198.45	175.3	67.55	26.66	22.38	28.17	
PVP01_0914900	PVP01_0914900.1	43.39	31.88	55.19	53.36	31.77	72.47	93.99	34.02	33.96	38.57	60.67	48.38	58.6	99.44	98.33	
PVP01_0916000	PVP01_0916000.1	188.48	81.39	104.06	620.61	699.05	222.31	317.25	592.97	121.14	137.95	306.03	698.6	469.14	224.95	191.89	
PVP01_0916200	PVP01_0916200.1	392.33	246.77	223.87	438.08	310.68	146.57	178.65	427.89	242.18	235.8	325.58	390.76	280.77	208.81	209.95	
PVP01_0916500	PVP01_0916500.1	27.9	23.04	37.52	22.34	43.55	68.18	47.99	25.21	18.97	31.31	30.99	41.34	51.96	64.63	63.68	
PVP01_0917500	PVP01_0917500.1	17.57	28.4	30.81	68.85	309.51	153.64	279.69	110.38	18	24.04	48.23	217.94	310.39	292.98	171.67	
PVP01_0918100	PVP01_0918100.1	61.17	79.97	73.06	29.59	13.27	15.06	17.72	55.84	66.56	58.76	44.76	23.65	23.13	16.17	20.83	
PVP01_0918500	PVP01_0918500.1	8.51	11.02	21.31	27.07	47.37	25.58	26.57	18.75	7.95	13.78	27.75	42.76	33.57	20.86	20.95	
PVP01_0918900	PVP01_0918900.1	43.86	142.14	157.91	117.38	44.58	13.94	18.38	59.14	103.06	138.53	119.57	64.5	28.22	17.51	19.11	
PVP01_0919500	PVP01_0919500.1	82.61	41.21	29.69	23.65	66.08	229.73	124.97	33.88	53.98	37.48	17.39	35.27	71.95	110.9	125.64	
PVP01_0920600	PVP01_0920600.1	212.25	182.62	170.17	132.64	177.9	106.26	139.02	198.9	185.72	147.89	137.64	162.54	159.7	107.34	103.72	
PVP01_0920800	PVP01_0920800.1	300.27	164.07	155.5	219.97	249.97	197.84	227.97	216.82	146.05	115.46	187.47	279.91	215.86	190.75	160.05	
PVP01_0920900	PVP01_0920900.1	35.16	46.42	41	11.08	10.91	15.66	14.39	36.51	44.37	30.98	20.13	17.37	18.79	21.59	22.09	
PVP01_0922600	PVP01_0922600.1	8.38	23.73	17.14	14.1	5.73	11.79	7.62	10.7	19.11	19.66	20.35	12.36	8.14	6.31	9.8	
PVP01_0923000	PVP01_0923000.1	49.19	49.59	63.8	59.36	50.28	28.28	24.86	50.27	47.23	54.26	53.22	58.4	36.56	22.9	28.47	
PVP01_0923700	PVP01_0923700.1	71.56	70.62	65.75	54.41	70.18	50.16	59.55	73.43	64.37	64.92	62.14	66.44	69.87	61.65	67.49	
PVP01_0924300	PVP01_0924300.1	27.66	69.09	45.6	82.12	27.25	13.03	19.76	31.14	60.58	76.28	69.13	49.18	29.63	15.3	20.45	
PVP01_0925100	PVP01_0925100.1	7.55	3.67	5.35	7.29	6.62	15.96	8.64	2.18	3.74	4.23	4.64	4.44	3.01	3.09	6.56	
PVP01_0925900	PVP01_0925900.1	172.71	113.22	125	122.68	93.76	234.68	122.41	107.6	108.17	111.81	133.69	104.24	103.6	175.66	238.37	
PVP01_0926500	PVP01_0926500.1	2.69	4.25	3.4	14.01	102.11	309.04	403.49	16.43	40.39	4.64	8.71	68.63	249.39	508.03	432.74	
PVP01_0926800	PVP01_0926800.1	3.31	20.79	41.55	22.7	13.94	7.46	9.7	8.44	15.2	26.89	30.6	17.12	13.56	8.06	8.86	
PVP01_0926900	PVP01_0926900.1	1832.99	1685.79	1434.25	1008.6	514.31	183.75	225.75	1801.44	1614.07	1503.57	1225.33	889.59	461.04	252.28	344.01	
PVP01_0927200	PVP01_0927200.1	59.69	45.84	37.68	24.38	14.65	15.49	12.05	40.69	48.49	39.96	32.1	20.77	12.19	17.23	22.18	
PVP01_0928100	PVP01_0928100.1	30.19	81.82	88.87	24.71	12.78	18.63	16.05	60.03	79.01	61.78	47.16	21.72	12.11	19.49	23.62	
PVP01_0928200	PVP01_0928200.1	23.5	30.22	102.68	153.47	135.5	84.15	106.71	46.09	22.45	64.21	149.04	161.27	142.79	85.15	78.54	
PVP01_0929700	PVP01_0929700.1	412.16	433.42	317.15	89.52	52.26	104.05	70.42	288.73	327.66	310.91	154.01	51.84	58.13	63.74	95.74	
PVP01_0930300	PVP01_0930300.1	24.02	17.92	14.87	11.18	15.32	44.05	24	12.4	14.61	12.88	10.14	12.36	15.67	19.83	36.45	
PVP01_0932300	PVP01_0932300.1	292.81	95.58	63.62	77.05	101.93	665.25	248.39	133.69	135.79	116.15	96.19	122.56	255.76	419.15	685.56	
PVP01_0933000	PVP01_0933000.1	236.5	322.71	272.59	104.27	47.96	42.28	37.05	208.86	262.11	263.81	163.75	78.45	46.77	42.69	54.75	
PVP01_0935200	PVP01_0935200.1	23.22	74.17	79.73	67.57	54.7	42.54	38.39	33.88	82.57	88.3	106.77	74.57	58.49	38.06	36.43	
PVP01_0935500	PVP01_0935500.1	92.78	77.07	51.39	26.08	18.37	65.72	34.66	67.42	74.02	69.08	40.39	20.76	30.91	47.74	67.41	
PVP01_0935600	PVP01_0935600.1	94.26	117.05	99.81	119.98	106.5	44.57	65.05	119.35	108.74	120.68	124.31	140.9	88.19	52.38	49.8	
PVP01_0936000	PVP01_0936000.1	10.34	5.13	13.21	40.55	54.02	15.55	29.39	19.18	3.95	7.32	29.2	59.39	45.26	27.21	24.48	
PVP01_API02000	PVP01_API02000.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_API02600	PVP01_API02600.1	2.69	2.12	15.31	2.93	6.13	6.33	9.33	37.82	40.03	14.35	27.05	37.32	27.85	12.86	20.24	
PVP01_API03400	PVP01_API03400.1	0	0	0	0	0	0	0	1.68	0	0	0	0	0	0	0	
PVP01_API03700	PVP01_API03700.1	0	0	0	2.4	0	0	2.18	0	0	0	0	0	0	2.34	0	
PVP01_0943500	PVP01_0943500.1	77.61	171.59	186.9	165.13	63.09	72.44	68.08	97.44	158.51	204.26	211.61	103.5	53.93	61.61	76.24	
PVP01_0943900	PVP01_0943900.1	130.38	156.25	152.58	205.43	153.91	47.89	55.82	143.38	112.18	111.8	145.26	157	93.55	56.47	56.51	
PVP01_0944100	PVP01_0944100.1	558.85	526.65	490.03	298.48	123.71	129.54	144.29	578.99	582.83	482.62	439.94	271.3	163.1	148.87	178.31	
PVP01_0944500	PVP01_0944500.1	107.72	66.9	43.95	17.48	16.5	84.44	70.57	70.25	80.55	54.53	35.23	27.3	58.02	117.22	107.36	
PVP01_0945000	PVP01_0945000.1	4820.3	4609.63	3644.09	2536.01	802.83	395.52	369.54	5477.05	5602.54	4549.42	3954.48	2242.53	976.08	625.62	808.41	
PVP01_0945700	PVP01_0945700.1	5.53	6.24	6.23	8.91	13.69	6.82	12.28	2.96	7.21	7.41	6.95	10.79	13.42	12.6	14.96	
PVP01_0946300	PVP01_0946300.1	17.79	29.27	49.13	66.4	33.77	32.29	22.91	21.36	21.88	31.52	61.6	46.93	33.23	31.45	39.18	
PVP01_0947000	PVP01_0947000.1	10.92	3.78	0.6	0.75	3.74	13.94	9.48	4.27	3.3	2.65	2.37	1.42	10.02	8.71	22.9	
PVP01_0948200	PVP01_0948200.1	10.77	38.2	70.71	24.52	7.86	15.47	11.61	15.21	49.82	78.01	59.19	17.74	10.63	12.44	23.6	
PVP01_0948400	PVP01_0948400.1	1.96	2.71	3.86	7.16	6.25	4.23	3.21	4.59	3.47	5.23	8.43	9.32	5.16	2.81	9.05	
PVP01_0949300	PVP01_0949300.1	0	0	0	0	0	9.82	10.76	0.52	5.37	0	0	0	5.04	23.95	21.12	
PVP01_0949500	PVP01_0949500.1	0.51	0.81	0.45	2.25	6.1	1.21	3.57	4.18	2.9	2	1.07	8.22	7.56	0.55	1.76	
PVP01_0950100	PVP01_0950100.1	8.4	0	1.13	1.41	0	0.51	0	5.66	5.2	2.51	1.79	0.9	2.23	0	3.54	
PVP01_0600100	PVP01_0600100.1	16.97	12.71	8.22	3.66	2.44	2.28	1.11	19.56	17.62	21.47	12.87	5.74	4.05	6.41	9.17	
PVP01_0600200	PVP01_0600200.1	0.47	0	0.41	0	0	0.37	0	0	0	0.46	0.33	0	0	0.5	0	
PVP01_0602200	PVP01_0602200.1	15.89	86.6	111.09	80.51	43.63	79.99	56.96	26.54	63	100.25	98.02	50.05	36.12	50.38	52.93	
PVP01_0602300	PVP01_0602300.1	4.03	6.83	12.62	10.06	392.28	120.29	345.66	115.97	9.27	8.39	7.59	217.13	397.9	260.86	126.15	
PVP01_0602900	PVP01_0602900.1	47.49	28.09	22.66	14.46	22.69	86.77	45.84	19.4	26.79	17.25	20.41	18.4	37.12	52.57	82.28	
PVP01_0604300	PVP01_0604300.1	34.15	22.89	25.06	26.47	67.26	88.73	65.57	23.84	18.14	22.71	24.83	34.2	52.59	61.33	76.84	
PVP01_0604600	PVP01_0604600.1	1782.89	1338.06	1182.04	1032.36	415.01	176.86	203.42	1340.6	1225.58	1180.87	1100.79	742.05	375.64	208.11	213.73	
PVP01_0605100	PVP01_0605100.1	39.27	72.79	68.87	70.95	209.97	105.29	202.91	103.35	57.8	61.81	78.97	174.93	212.91	161.31	76.03	
PVP01_0606400	PVP01_0606400.1	16	26.85	61.54	64.04	52.23	58.21	55.16	20.19	16.5	39.53	85.17	70.58	55.05	54.34	62.08	
PVP01_0006570	PVP01_0006570.1	6.27	5.72	3.81	2.11	0.44	1.14	0.96	0.91	0.78	0.94	0.33	0.67	0	0	0	
PVP01_0608000	PVP01_0608000.1	6.39	53.46	76.66	27.46	6.02	4.53	6.96	11.09	33.71	62.47	55.25	14.18	7.12	5.04	10.16	
PVP01_0005950	PVP01_0005950.1	4.39	1.98	4.67	16.08	24.59	7.14	18.97	1.96	0.5	0.61	3.7	5.01	5.15	2	1.72	
PVP01_0608800	PVP01_0608800.1	20.38	19.23	34.59	48.79	37.47	94.48	53.49	18.71	20.12	27.13	39.25	33.79	39.18	44.75	61.89	
PVP01_0005970	PVP01_0005970.1	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	
PVP01_0609500	PVP01_0609500.1	67.01	227.66	371.09	374.68	235.87	96.94	174.97	132.36	143.89	281.97	402.34	355.96	227.47	137.53	92.56	
PVP01_0006020	PVP01_0006020.1	0	0	0	0	0	0	0.62	0	0	0	0	0	0	0	0	
PVP01_0609900	PVP01_0609900.1	38.03	65.79	63.42	49	11.66	10.28	9.28	32.96	44.18	49.95	46.75	19.05	10.77	12.6	8.75	
PVP01_0006030	PVP01_0006030.1	1.1	0	0.97	0	0	0	0.55	0.34	0.89	0.54	0	0	0	0.59	0.76	
PVP01_0006040	PVP01_0006040.1	0	0	0	0	0	0	0	1.32	0.85	0	0.73	1.1	0.45	0.56	0	
PVP01_0610600	PVP01_0610600.1	6.29	3.2	12.74	37.05	42.55	24.79	28.83	16.25	3.82	6.51	20.65	37.54	29.8	20.8	19.7	
PVP01_0611100	PVP01_0611100.1	9.48	9.31	11.56	48.36	128.81	37.01	71.41	50.06	9.49	9.82	24.98	82.53	82.07	47.94	31.74	
PVP01_0611300	PVP01_0611300.1	178.74	86.71	72.14	70.19	100.05	438.95	195.19	99.38	145.45	132.24	97.17	112.97	210.77	287.65	523.82	
PVP01_0613100	PVP01_0613100.1	23.06	46.53	47.81	61.29	110.84	53.69	95.56	58.2	39.98	35.56	39.17	75.36	104.52	70.4	55.54	
PVP01_0613500	PVP01_0613500.1	114.72	82.22	71.54	40.07	18.14	35.24	20.24	74.31	73.91	77.74	45.31	21.95	20.26	25.49	29.32	
PVP01_0613800	PVP01_0613800.1	48.86	15.86	25.25	54.77	88.73	330.65	389.2	21.29	43.92	27.12	75.42	68.17	190.33	441.73	387.73	
PVP01_0004970	PVP01_0004970.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0614100	PVP01_0614100.1	28.75	17.48	16.04	10.53	11.92	75.95	31.12	13.83	16.68	14.84	10.33	12.15	27.09	47.47	74.74	
PVP01_0005000	PVP01_0005000.1	0.34	3.27	7.26	1.88	0.63	3.79	3.08	6.25	7.5	15.74	21.54	7.18	12.81	12.47	21.72	
PVP01_0005040	PVP01_0005040.1	0	0.84	0	0.58	0.49	0.84	0	1	0.86	0.52	0.37	0.37	0	0.57	0	
PVP01_0005060	PVP01_0005060.1	0	0	0	0	0	0	0	0.41	0.53	0.64	0	0	0	0.7	0	
PVP01_0005170	PVP01_0005170.1	23.22	38.31	34.82	12.49	2.46	6.34	1.34	7.16	1.63	5.88	3.97	1.87	1.16	1.07	1.84	
PVP01_0617200	PVP01_0617200.1	115.73	100.72	129.68	153.87	111.58	66.72	64.44	98.67	97.4	112.23	161	159.35	103.82	70.54	82.71	
PVP01_0008800	PVP01_0008800.1	0	0	0	0	0	0	0	0.39	0	0	0	0	0	0	0.43	
PVP01_0617400	PVP01_0617400.1	22.46	44.11	41.22	19.46	8.87	16	14.94	29.12	40.28	38.45	28.13	13.03	9.4	14.28	19.82	
PVP01_0617600	PVP01_0617600.1	73.38	116	127.55	97.66	36.98	38.92	28.74	86.16	106.77	125.01	142.99	76.44	36.14	29.44	34.37	
PVP01_0618000	PVP01_0618000.1	47.74	59.34	43.07	14.47	9.57	14.4	12.47	39.82	48.66	42.89	24.58	13.37	13.55	16.19	21.4	
PVP01_0619700	PVP01_0619700.1	6.83	22.44	23.51	18.94	22.06	10.32	10.95	21.37	18.2	29.61	28.1	29.57	17.71	11.74	11.16	
PVP01_0008980	PVP01_0008980.1	0	0	0	0	0	0	0	0	0	0	0.7	0	0.87	0	0	
