Gene ID	source_id	smru1 - smru1 6 hours - unique (intraerythrocytic cycle)	smru1 - smru1 18 hours - unique (intraerythrocytic cycle)	smru1 - smru1 24 hours - unique (intraerythrocytic cycle)	smru1 - smru1 30 hours - unique (intraerythrocytic cycle)	smru1 - smru1 36 hours - unique (intraerythrocytic cycle)	smru1 - smru1 48 hours - unique (intraerythrocytic cycle)	smru1 - smru1 42 hours - unique (intraerythrocytic cycle)	smru2 - smru2 6 hours - unique (intraerythrocytic cycle)	smru2 - smru2 12 hours - unique (intraerythrocytic cycle)	smru2 - smru2 18 hours - unique (intraerythrocytic cycle)	smru2 - smru2 24 hours - unique (intraerythrocytic cycle)	smru2 - smru2 30 hours - unique (intraerythrocytic cycle)	smru2 - smru2 36 hours - unique (intraerythrocytic cycle)	smru2 - smru2 42 hours - unique (intraerythrocytic cycle)	smru2 - smru2 48 hours - unique (intraerythrocytic cycle)	
PVP01_1467500	PVP01_1467500.1	230.74	109.52	93.86	86.13	113.77	731.21	291.76	119.57	132.96	105.21	113.36	125.88	246.79	414.63	669.2	
PVP01_1467600	PVP01_1467600.1	112.5	174.46	163.47	102.91	64.49	45.44	54.22	148.78	163.92	184.16	159.91	69.94	72.19	61.53	54.28	
PVP01_1467700	PVP01_1467700.1	55.01	56.38	66.59	55.39	27.19	13.94	20.07	62.16	71.16	71.34	94.85	60.14	29.43	32.08	33.29	
PVP01_1469400	PVP01_1469400.1	1.94	2.01	3.08	3.63	16.99	60.7	79.88	3.37	16.95	5.34	6.26	16.63	77.79	132.82	115.49	
PVP01_1470100	PVP01_1470100.1	27.63	11.62	3.09	1.92	1.07	36.93	27.41	25.37	51.12	15.98	5.3	4.49	44.17	43.13	53.12	
PVP01_1470900	PVP01_1470900.1	15.15	3.89	0.66	0.83	0	6.84	4.13	7.82	4.27	3.68	1.58	1.32	5.23	4.03	9.59	
PVP01_1471600	PVP01_1471600.1	117.15	15.51	8.85	6.12	3.58	37.86	11.12	96.77	54.62	134.99	41.25	16.35	41.64	82.86	115.13	
PVP01_1471800	PVP01_1471800.1	29.22	11.55	13.56	7.5	4.7	31.72	14.5	37.63	45.67	43.39	21.48	16.11	29.69	36.56	54.13	
PVP01_1472200	PVP01_1472200.1	32.89	31.74	15.18	6.05	0.95	5.98	5.84	22.09	20.91	23.87	16.34	7.69	5.68	8.84	14.22	
PVP01_1472500	PVP01_1472500.1	2.17	0.86	0.32	0.79	0.66	1.99	1.8	2.95	3.5	3.87	2.01	1.01	1.25	4.24	5.21	
PVP01_1101500	PVP01_1101500.1	406.05	331.02	260.49	288.63	202.32	120.78	114.73	573.39	454.38	384.11	390.19	310.43	226.51	147.09	174.61	
PVP01_1101700	PVP01_1101700.1	2890.68	1452.17	988.56	690.32	283.7	701.85	493.69	2026.38	1882.11	1537.9	1138.2	704.19	604.96	845.33	870.73	
PVP01_1102600	PVP01_1102600.1	16.29	23.03	25.67	21.33	10.57	11.39	8.41	14.13	16.96	21.16	21.15	12.23	8.58	7.96	11.56	
PVP01_1102800	PVP01_1102800.1	30.74	30.73	26.55	21.94	12.06	16.77	12.42	22.46	28.79	25.45	24.6	19.94	14.46	13.23	18.69	
PVP01_1103100	PVP01_1103100.1	122.63	148.56	142.2	185.74	176.68	214.6	141.08	129.51	136.67	132.89	180.44	190.08	167.34	159.24	190.43	
PVP01_1103300	PVP01_1103300.1	15.73	33.79	28.19	3.73	1.87	4.3	3.39	18.61	23.96	30.88	15.67	4.51	3.54	4.73	9.83	
PVP01_1104700	PVP01_1104700.1	36.35	38.96	26.19	15.76	21.8	52.4	39.03	12.15	11.63	25.63	18.66	20.4	19.35	29.12	45.34	
PVP01_1107400	PVP01_1107400.1	4.33	14.61	23.45	41.85	28.87	8.8	12.29	9.59	11.87	18.71	23.34	21.71	9	7.11	6.73	
PVP01_1107700	PVP01_1107700.1	54.93	56.46	51.19	35.22	18.48	25.93	17.72	33.14	47.01	44.59	35.84	24.08	26.06	21.39	31.75	
PVP01_1109400	PVP01_1109400.1	254.88	127.75	124.91	80.88	139.83	675.27	318.2	131.06	152.26	140.81	116.19	122	231.76	387.24	645.99	
PVP01_1109800	PVP01_1109800.1	118.22	104.23	96.61	83.22	85.17	81.58	59	118.36	120.54	99.18	105.86	101.53	81.57	63.23	79.74	
PVP01_1111200	PVP01_1111200.1	285.02	452.55	416.24	403.65	253.93	69.81	109.31	373.82	425.48	481.48	394.61	322.84	209.21	95.79	102.24	
PVP01_1112000	PVP01_1112000.1	25.94	36.42	30.32	34.92	13.8	12.02	11.92	24.71	32.23	37.61	36.37	25.58	17.03	11.13	19.71	
PVP01_1112600	PVP01_1112600.1	43.63	62.29	46.71	19.75	10.95	19.79	12.42	39.77	54.34	53.04	40.97	16.79	13.44	17.99	25.13	
PVP01_1112800	PVP01_1112800.1	32.86	36.21	28.6	20.11	23.61	16.81	24.95	33.32	24.46	29.73	27.65	39.07	36.99	32.3	32.55	
PVP01_1113600	PVP01_1113600.1	13.6	29.47	36.67	18.7	10.11	9.1	15	27.73	36.92	42.56	54.91	33.24	16.97	11.25	15.87	
PVP01_1113900	PVP01_1113900.1	17.36	27.63	38.15	35.37	24.68	16.54	24.32	21.97	24.38	34.19	42.54	33.02	28	19.6	21.96	
PVP01_1116100	PVP01_1116100.1	182.6	165.38	136.76	195.15	88.47	119.5	120.79	153.48	121	138.53	194.1	173.04	111.73	93.05	121.11	
PVP01_1117200	PVP01_1117200.1	106.71	89.03	81.44	57.52	16.82	32.07	19.61	123.6	102.9	104.26	86.42	46.2	23.9	19.61	39.24	
PVP01_1118300	PVP01_1118300.1	45.59	47.63	45.15	39.25	25.19	19.77	18.41	37.34	38.91	43.3	47.43	32.06	29.07	23.25	26.98	
PVP01_1120200	PVP01_1120200.1	87.57	52.22	49.54	27.28	17.04	48.98	39.68	60.22	53.37	70.69	46.62	24.9	26.66	48.07	66.51	
PVP01_1121700	PVP01_1121700.1	46.34	71.07	66.11	62.28	35.8	19.42	23.16	62.08	73.38	83.62	71.78	54.52	30.47	23.54	26.4	
PVP01_1122300	PVP01_1122300.1	12.01	20.88	63.16	124.49	135.78	34.89	75.05	71.34	15.47	54.8	125.85	160.92	108.89	45.97	51.79	
PVP01_1122900	PVP01_1122900.1	30.68	158.05	151.42	58.28	17.62	37.47	9.02	56.14	123.51	162.18	52.05	11.05	9.81	15.71	20.22	
PVP01_1125700	PVP01_1125700.1	97.98	115.08	52.81	9.91	11.64	305.22	213.77	78.51	182.58	93.51	25.31	14.31	102.12	325.14	296.1	
PVP01_1126500	PVP01_1126500.1	6.02	13.03	68.66	85.12	47.42	18.17	25.48	17.05	6.38	37.86	92.65	64.51	36.15	22.25	20.19	
PVP01_1127500	PVP01_1127500.1	8.3	4.59	5.09	9.06	22.7	42.36	32.94	11.94	5.35	4.83	11.52	12.1	24.37	15.89	25.57	
PVP01_1130900	PVP01_1130900.1	160.63	177.76	107.26	37.76	34.37	54.34	31.88	108.59	123.88	97.19	47.18	32.18	22.95	29.57	49.91	
PVP01_1131100	PVP01_1131100.1	23.44	21.12	27.25	49.09	35.3	11.99	12.44	28.13	20.41	18	31.22	30.67	19.78	15.94	18.29	
PVP01_1132400	PVP01_1132400.1	26.91	21.27	43.91	29.37	49.76	92.45	55.99	23.14	24.37	29.76	58.37	33.74	33.25	49.68	61.66	
PVP01_1132600	PVP01_1132600.1	8.28	4.42	4.41	4.76	7.25	16.34	9.88	5.11	4.78	3.26	3.88	3.5	5.51	8.09	14.86	
PVP01_1133400	PVP01_1133400.1	219.85	228.51	266.99	236.37	202.51	129.49	191.97	242.03	244.3	212.42	274.72	226.73	225.04	137.95	158.8	
PVP01_1133700	PVP01_1133700.1	72.78	58.12	62.37	72.11	64.82	25.05	32.9	47.74	46.27	45.23	63.04	51.95	40.4	24.16	24.35	
PVP01_1133900	PVP01_1133900.1	52.79	24.49	28.31	48.57	66.45	117.87	95.24	42.03	35.84	37.71	49.98	63.93	88.94	103.94	125.46	
PVP01_1136000	PVP01_1136000.1	171.48	130.33	129.16	251.96	284.72	93.24	122.16	202.15	145.17	177.2	167.88	253.45	189.91	109.89	94.83	
PVP01_1136900	PVP01_1136900.1	22.57	12.57	15.27	31.44	79.6	60.27	53.11	36.84	14.97	11.17	27.23	60.76	64.43	43.21	54.31	
PVP01_1137200	PVP01_1137200.1	173.06	201.08	193.21	106.32	64.69	45.31	65.69	149.66	172.11	170.82	143.12	92.61	53.92	56.32	58.92	
PVP01_1137700	PVP01_1137700.1	16.14	4.14	6.12	3.33	11.94	43.52	25.11	14.74	19.67	5.51	8.48	12.73	27.89	34.34	58.25	
PVP01_1137800	PVP01_1137800.1	77.11	75.3	91.3	76.97	43.82	27.85	21.69	64.75	64.26	85.3	94.47	72.6	37.94	25.44	33.88	
PVP01_1138800	PVP01_1138800.1	81.29	109.5	100.38	46.19	24.44	27.98	22.96	74.46	101.26	97.57	77.78	32.99	33.93	24.93	40.02	
PVP01_1140800	PVP01_1140800.1	32.55	139.81	178.88	86.46	20.78	9.37	24.77	57.02	110.97	126.45	102.45	37.68	23.43	17.31	22.29	
PVP01_1143300	PVP01_1143300.1	22.25	16.08	14.15	10.94	26.42	64.54	48.83	16.17	17.59	18.2	15.03	17.96	30.74	40.4	38.98	
PVP01_1143600	PVP01_1143600.1	40.53	42.97	58.54	74.95	92.2	125.08	100.31	55.18	39.17	48.16	66.54	86.77	83.21	85.2	83.91	
PVP01_1144000	PVP01_1144000.1	44.55	76.06	65.62	27.23	19.5	25.19	28.29	49.04	76.05	72.68	49.48	18.56	20.01	22.74	26.84	
PVP01_1144400	PVP01_1144400.1	172.32	191.18	158.67	91.05	90.36	90.81	110.72	154.08	166.91	144.27	114.75	92.01	100.5	111.26	102.37	
PVP01_1144500	PVP01_1144500.1	137.81	70.6	59.67	60.35	88.44	328.02	143.5	45.23	71.92	62.78	59.64	66.17	110.22	170.08	266.17	
PVP01_1144900	PVP01_1144900.1	18.56	38.97	30.27	30.74	31.78	21.27	27.73	20.92	27.8	29.96	28.09	30.65	23.67	26.51	28.74	
PVP01_1145000	PVP01_1145000.1	23.86	9.25	10.26	7.37	23.4	91.22	56.29	16.9	15.23	12.68	14.38	18.13	44.34	58.89	81.07	
PVP01_1145900	PVP01_1145900.1	44.14	29.99	40.31	49.38	42.92	40.97	35.48	34.23	29.38	34.37	50.91	51.43	35.3	25.61	40.22	
PVP01_1146000	PVP01_1146000.1	34.6	55.24	69.9	75.54	38.37	22.11	23.23	37.77	43.16	70.83	86.2	56.78	35.75	21.29	32.05	
PVP01_1147800	PVP01_1147800.1	36.71	2.42	0.45	2.23	2.33	76.48	48.07	15.63	29.15	61.89	14.87	4.25	49.77	94.9	70.87	
PVP01_1148900	PVP01_1148900.1	0	0	0	0	0	0	0	10.64	5.6	3.75	6.98	3.22	2.67	2.47	4.76	
PVP01_1149200	PVP01_1149200.1	75.96	75.48	58.99	35.53	21.77	56.25	17.23	78.74	73.4	84.3	61.77	33.16	30	36.93	57.95	
PVP01_0300100	PVP01_0300100.1	4.63	1.05	0	0	0	0.52	3.28	2.9	1.6	1.28	0.46	0	0.57	0.7	1.81	
PVP01_0300400	PVP01_0300400.1	0.56	0	0.98	0	0	0.22	0.28	1.4	1.12	2.17	0	0.58	0	0	0	
PVP01_0302000	PVP01_0302000.1	15.39	7.1	4.12	0.47	0.78	9.06	7.21	16.04	11.36	10.79	5.04	2.08	4.8	14.55	22.54	
PVP01_0302800	PVP01_0302800.1	3.77	1.34	4.8	7.21	9.12	10.52	7.12	3.66	3.04	4.76	5.63	7.47	7.83	6.02	14.08	
PVP01_0304200	PVP01_0304200.1	0.79	0	2.3	2.29	3.59	3.92	5.21	1.97	0	0.25	1.28	1.09	4.31	4.47	5.03	
PVP01_0304400	PVP01_0304400.1	75.54	65.81	50.83	30.63	11.53	13.56	15.3	70.59	71.76	64.98	41.74	19.27	16.51	18.36	28.5	
PVP01_0304700	PVP01_0304700.1	1.88	5.36	12.72	27.35	12.31	8.28	10.27	4.2	3.35	7.76	23.6	18.75	12.65	7.57	15.68	
PVP01_0305900	PVP01_0305900.1	31.52	85.82	110.56	109.59	39.4	62.35	56.76	36.51	57.35	95.23	153.99	76.21	56.48	52.15	72.74	
PVP01_0306300	PVP01_0306300.1	41.17	34.86	35.36	20.17	11.88	12.21	13.75	29.95	31.8	42.01	29.45	17.21	11.61	15.64	15.53	
PVP01_0306500	PVP01_0306500.1	127.18	112.31	146.9	140.73	49.6	55.11	47.87	126.74	115.13	143.95	152.83	102.34	64.4	47.57	60.05	
PVP01_0307100	PVP01_0307100.1	24.2	13.39	17.9	58.22	118.31	61.31	74.75	45.74	12.11	16.04	40.97	92.43	84.79	63.44	60.51	
PVP01_0307300	PVP01_0307300.1	29.02	22.94	16.96	12.67	9.7	50.9	73.91	16.94	30.38	20.67	14.77	13.44	35.93	79.21	86.76	
PVP01_0307700	PVP01_0307700.1	2.52	48.3	41.91	23.15	6.23	7.62	5.35	12.36	35.6	43.63	28.44	9.73	4.35	5.73	11.32	
PVP01_0308300	PVP01_0308300.1	5	17.14	23.96	23.4	11.76	5.51	6	7.97	12.72	16.75	19.75	13.55	9.33	7.29	5.08	
PVP01_0309900	PVP01_0309900.1	108.2	131.76	79.44	20.91	32.11	90.26	81.16	109.45	162.58	93	34.86	25.53	62.61	95.8	88.26	
PVP01_0310600	PVP01_0310600.1	5.43	26.16	32.11	19.54	8.16	5.75	4.58	10.86	25.12	26.61	27.87	9.8	4.92	3.75	5.01	
PVP01_0311000	PVP01_0311000.1	131.55	52.39	31.3	22.26	37.2	285.11	141.67	58.68	53.38	57.44	41.77	29.75	97.78	136.65	188.51	
PVP01_0313000	PVP01_0313000.1	23.42	23.14	32.08	26.09	48.05	29.12	47.44	23.19	17.28	17.53	26.75	45.06	42.56	33.72	35.41	
PVP01_0318200	PVP01_0318200.1	65.8	67.14	75	72.47	93.29	40.4	57.57	82.32	72.73	65.64	84.3	109.26	77.51	45.17	42.18	
PVP01_0318500	PVP01_0318500.1	123.06	50.33	39.99	24.06	29.31	207.47	91.43	29.68	39.93	31.21	23.59	18.28	39.93	68.37	95.99	
PVP01_0318600	PVP01_0318600.1	80.82	50.5	52.19	50.66	110.07	201.99	155.51	72.76	58.04	56.21	48.9	80.78	105.19	130.67	158.52	
PVP01_0319900	PVP01_0319900.1	81.78	110.54	82.46	24.1	20.51	23.12	16.23	84.4	107.67	94.11	47.12	16.75	15.89	24.35	42.55	
PVP01_0320600	PVP01_0320600.1	30.19	11.73	9.71	9.27	11.51	63.66	27.76	13.95	13.55	10.32	11.53	12.46	23.72	45.22	75.77	
PVP01_0700500	PVP01_0700500.1	0.81	0.64	0.82	0.95	31.04	232.99	255.01	1.43	34.84	2.05	2.11	24.92	203.79	466.07	503.54	
PVP01_0701300	PVP01_0701300.1	0	0	1.53	0	0	5.48	0	3.27	0	3.39	2.42	0	0	3.71	14.34	
PVP01_0701400	PVP01_0701400.1	44.55	118.16	156.25	101.57	24.38	33.43	24.56	75.55	123.56	170.16	200.67	59.81	23.09	33.69	46.09	
PVP01_0701800	PVP01_0701800.1	125.49	144.47	133.33	148.45	105.18	54.38	58.14	128.17	148.35	143.76	153.25	133.9	94.78	56.36	69.48	
PVP01_0702300	PVP01_0702300.1	1297.83	1103.9	909.73	914.07	419.9	177.26	211.24	1453.55	1234.06	1199.28	1042.53	980.59	444.23	230.5	279.22	
PVP01_0702900	PVP01_0702900.1	65.11	124.54	175.84	221.73	127.08	58.29	80.11	158.83	137.36	177.03	239.56	220.66	136.11	67.86	71.32	
PVP01_0703000	PVP01_0703000.1	59.61	73.61	63.43	71.55	102.15	101.79	137.98	77.29	77.81	64.89	74.07	100.47	133.13	155.44	132.53	
PVP01_0703200	PVP01_0703200.1	58.87	104.62	125.22	115.58	81.32	236.9	154.15	59.26	99.57	136.31	155.97	95.79	97.49	141.14	188.64	
PVP01_0703600	PVP01_0703600.1	34.31	27.96	25.98	16.99	15.71	51.4	27.15	31.2	32.98	32	31.27	19.1	24.55	32.79	64.26	
PVP01_0704800	PVP01_0704800.1	45.58	96.16	143.93	97.25	70.63	40.91	61.55	48.44	79.47	99.83	125.13	70.21	49.14	29.88	29.8	
PVP01_0705100	PVP01_0705100.1	340.17	404.12	307.96	189.6	81.87	247.44	195.27	273.95	380	345.93	285.64	164.7	196.19	323.76	376.3	
PVP01_0705800	PVP01_0705800.1	48.61	130.72	144.52	78.67	35.16	44.75	34.93	61.51	112.92	141.06	112.86	57.04	34.27	31.49	46.67	
PVP01_0706000	PVP01_0706000.1	69.12	29.29	33.38	48.11	157.13	307.59	423.42	49.5	50.01	45.72	41.72	88.35	264.77	385.63	290.78	
PVP01_0706900	PVP01_0706900.1	7.81	8.23	6.85	24.64	244.65	60	182.62	115.12	5.59	9.27	14.46	175.44	260.21	110.79	64.19	
PVP01_0708100	PVP01_0708100.1	6.64	18.6	53.45	122.52	106.23	32.94	50.3	37.56	19.92	35.16	76.04	94.93	56.56	31.77	25.2	
PVP01_0708200	PVP01_0708200.1	58.24	35.92	30.16	58.33	128.42	116.11	124.16	65.95	35.3	26.88	51.32	104.67	115.27	120.99	105.06	
PVP01_0709100	PVP01_0709100.1	101.57	121.09	110.58	157.06	198.39	134.28	140.26	143.48	138.36	92.88	138.67	197.51	172.55	117.02	129.81	
PVP01_0710100	PVP01_0710100.1	7.18	49.74	99.56	124.3	51.78	7.52	20.7	29.52	39.38	78.04	124.64	110.44	43.72	15.28	14.28	
PVP01_0711400	PVP01_0711400.1	207.03	183.53	136.4	244.7	134.57	70.07	56.75	242.54	179.6	221.03	223.13	181.11	91.89	58.39	59.52	
PVP01_0711700	PVP01_0711700.1	78.53	83.76	76.48	26.4	24.78	29.88	28.85	72.57	94.52	87.08	73	39.82	34.03	30.05	48.56	
PVP01_0712600	PVP01_0712600.1	235.79	153.56	77.05	16.72	15.44	49.38	34.39	135.89	145.73	103.33	45.33	22.11	28.9	40.72	68.71	
PVP01_0712800	PVP01_0712800.1	324.34	176.62	119.34	93.13	271.11	876.92	524.75	163.49	169.58	147.95	120.34	213.97	467.35	634.44	916.55	
PVP01_0712900	PVP01_0712900.1	13.36	16.37	39.04	42.68	33.9	38.16	27.76	14.83	12.55	23.31	44.68	36.9	30.35	26.25	28.43	
PVP01_0713400	PVP01_0713400.1	30.75	34.33	59.49	47.75	28.62	52.28	36.17	15.07	18.89	54.18	64.92	31.92	27.38	38.1	44.06	
PVP01_0713700	PVP01_0713700.1	17.87	51.85	53.4	26.18	12.87	30.28	23.33	22.8	36.92	50.23	31.5	13.88	11.78	16.25	20.6	
PVP01_0714100	PVP01_0714100.1	111.67	185.65	285.99	322.14	212.59	229.7	181.17	147.47	127.04	243.57	311.33	266.52	195.23	147.04	182.04	
PVP01_0714300	PVP01_0714300.1	120.77	129.73	157.49	111.54	57.43	146.73	128.03	134.94	152.11	162.38	206.37	114.7	138.21	193.21	174.56	
PVP01_0715100	PVP01_0715100.1	161.34	56.11	28.73	43.35	54.33	335.29	302.45	92.85	168.29	82.43	65.13	89.64	252.15	515.29	500.99	
PVP01_0716100	PVP01_0716100.1	52.01	48.22	34	13.42	5.61	2.97	4.22	44.96	43.03	38.57	26.59	8.21	8.17	8.55	10.04	
PVP01_0716200	PVP01_0716200.1	59.95	60.71	52.57	54.32	46.1	11.39	14.39	50.98	63.11	59.36	60.66	43	30.13	16.25	20.66	
PVP01_0717400	PVP01_0717400.1	536.65	669.96	739.6	526.09	330.22	286.67	343.53	673.56	804.64	690.08	653.69	441.27	269.61	218.79	210.88	
PVP01_0718300	PVP01_0718300.1	11.12	5.95	15.43	52.12	142.46	43.36	85.03	53.35	5.48	10.04	32.33	103.39	107.02	58.09	42.32	
PVP01_0718400	PVP01_0718400.1	6.34	6.44	9	9.55	11.01	15.64	15.57	10.95	5.1	5.86	11.1	13.41	13.29	10.27	12.19	
PVP01_0718500	PVP01_0718500.1	108.87	115.4	118.64	93.42	45.34	43.49	26.23	91.72	94.25	83.72	107.91	64.68	45.66	39.49	47.83	
PVP01_0719200	PVP01_0719200.1	178.56	245.88	192.88	52.07	33.23	21.33	20.38	187.32	249.42	195.27	102.57	46.47	33.2	26.07	42.41	
PVP01_0721100	PVP01_0721100.1	96.15	75.02	99.32	147.07	77.48	61.1	41.38	76.3	52.87	71.62	87.92	102	68.81	53.28	70.95	
PVP01_0722200	PVP01_0722200.1	12.05	30.48	45.96	44.06	45.05	17.51	26.9	22.23	41.72	42.12	51.44	59.41	37.47	12.81	16.09	
PVP01_0723800	PVP01_0723800.1	27.75	47.81	49.21	60.23	31.56	17.87	13.61	29.84	35.4	50.56	58.43	51.1	24.24	14.26	16.86	
PVP01_0724200	PVP01_0724200.1	188.89	173.44	154.72	206.17	200.81	85.57	111.11	210.12	140.57	132.17	164.89	244.03	180.43	141.54	125.19	
PVP01_0724500	PVP01_0724500.1	29.17	48.05	32.51	7.69	7.21	20.09	21.1	30.29	43.74	39.63	16.66	7.78	10.68	23.23	24.11	
PVP01_0724800	PVP01_0724800.1	11.21	25.75	44.02	33.22	27.76	71.02	43.63	9.69	19.21	40.62	34.48	21.02	29.22	44.68	56.18	
PVP01_0725600	PVP01_0725600.1	87.26	251.75	362.67	373.36	249.89	180.92	154.99	158.83	245.93	266.92	402.23	295.73	158.29	128.99	124.86	
PVP01_0727600	PVP01_0727600.1	24.5	76.06	76.56	60.78	32.91	19.94	26.96	39.29	66.01	69.22	71.44	47.64	24.63	18.48	30.2	
PVP01_0728400	PVP01_0728400.1	32.45	4.85	25.38	109.14	57.6	37.2	26.11	25.24	7.77	10.22	57.85	99.9	31.82	17.72	18.62	
PVP01_0728500	PVP01_0728500.1	187.55	117.22	88.44	60.4	74.09	456.21	180.15	90.88	115.24	102.97	77.02	74.59	151.65	257.15	433.56	
PVP01_0729900	PVP01_0729900.1	24.81	64.6	115.17	151.32	91.84	53.87	65.16	81.7	91.07	116.2	166.65	166.21	103.37	48.11	59.45	
PVP01_0730200	PVP01_0730200.1	145.44	164.59	191.64	113.64	134.82	116.09	146.68	155.6	142.07	155.9	129.1	147.37	167.51	164.82	150.18	
PVP01_0731300	PVP01_0731300.1	15.96	66.9	85.17	68.15	22.15	6.54	8.26	25.6	46.37	54.57	58.28	29.87	17.38	11.07	13.3	
PVP01_0731900	PVP01_0731900.1	56.68	167.99	202.71	102.56	64.61	40.41	53.28	66.7	127.91	187.56	144.96	66.29	47.67	35.69	31.66	
PVP01_0732100	PVP01_0732100.1	19.61	67.31	93.68	47.88	33.42	27.16	30.21	38.09	62.75	63.15	64.13	36.56	24.07	19.76	18.02	
PVP01_0732200	PVP01_0732200.1	9.77	29.25	49.59	50.92	46.35	29.88	28.06	20.13	19.41	34.42	43.61	44.71	26.57	21.34	20.34	
PVP01_0732400	PVP01_0732400.1	89.39	93.16	69.36	41.44	28.14	39.76	31.4	51.46	64.97	66.83	45.58	32.96	32.12	30.29	30.33	
PVP01_0732600	PVP01_0732600.1	86.83	106.18	103.43	66.76	40.34	20.59	28.72	98.71	96.74	91.21	92.88	54.23	30.19	20.91	33.65	
PVP01_0733900	PVP01_0733900.1	38.33	51.29	49.82	33.21	26.68	16.5	16.85	36.49	42.64	40.97	38.63	25.33	21.2	17.88	18.53	
PVP01_0734300	PVP01_0734300.1	311.92	172.29	121.03	51.46	36.77	1233.01	938.18	165.72	501.11	196.73	104.24	54.1	487.97	1323.09	1099.25	
PVP01_0735200	PVP01_0735200.1	593.65	358.15	309.59	279.03	189.96	205.17	167.16	457.11	427.9	431.9	376.59	300.04	257.35	252.51	281.84	
PVP01_0735700	PVP01_0735700.1	0.84	0	0	0.46	0	0	0	1.31	2.02	2.03	1.16	0.58	0.72	0.89	0.29	
PVP01_0735800	PVP01_0735800.1	1.91	1.21	1.01	1.25	0.7	0.6	0.76	3.59	3.08	2.6	2.66	1.6	0.66	1.22	0.52	
PVP01_0736200	PVP01_0736200.1	0	0	1.25	0	0	0	0	0.89	0	2.76	0	0	0	0	0	
PVP01_0736400	PVP01_0736400.1	1.93	1.52	1.27	0.53	0	0	0	2.11	1.94	1.41	0.67	1.34	1.25	2.56	1.98	
PVP01_0736500	PVP01_0736500.1	0	0	0	0	0	0	0	12.5	4.73	5.14	2.45	0	0.51	2.5	3.62	
PVP01_0736600	PVP01_0736600.1	0	0	0	0.73	0	0	0	4.17	3.22	3.88	0.93	0.46	1.73	0.71	0.91	
PVP01_0736700	PVP01_0736700.1	0	0.53	0.59	0	0	0	0	1.67	1.62	2.6	1.39	0.46	1.73	0	0.92	
PVP01_0737600	PVP01_0737600.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0737900	PVP01_0737900.1	2.14	2.95	0	0.58	0	0.84	0.53	4.68	2.15	2.07	0.74	0.37	0.92	0	0.73	
PVP01_0738200	PVP01_0738200.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0738900	PVP01_0738900.1	0.62	0.49	0	0	0	0	0	0	0	0	0.43	0	0	0	0	
PVP01_0739200	PVP01_0739200.1	0.65	0	0	0	0	0.51	0	1.22	3.67	0.63	1.81	0	0.56	0	0.45	
PVP01_0739300	PVP01_0739300.1	0	0	0	0	0	0.52	0	0	0.53	1.93	0.92	1.38	0.57	1.41	2.72	
PVP01_0800700	PVP01_0800700.1	1.09	0.62	1.43	2.04	19.09	100.27	132.31	0.87	18.16	1.46	4.1	18.43	103.2	218.77	172.3	
PVP01_0800900	PVP01_0800900.1	2.9	9.46	12.52	13.48	6.34	6.82	3.83	6.16	8.55	10.31	17.42	13.41	7.17	7.6	11.89	
PVP01_0802100	PVP01_0802100.1	7.01	8.75	11	13.28	7.06	15.06	10.61	4.15	7.72	9.31	8.71	4.87	3.82	8.24	14.39	
PVP01_0802200	PVP01_0802200.1	369.44	345.29	380.79	327.99	126.23	82.84	84.75	337.3	348.87	339.27	420.42	260.5	137.34	95.76	129.64	
PVP01_0803100	PVP01_0803100.1	144.94	63.84	44.63	20.53	35.32	81.68	50.5	103.12	84.64	56.94	45.32	32.27	60.21	85.9	99.99	
PVP01_0804700	PVP01_0804700.1	70.29	80.75	65.8	41.2	17.11	18.28	17.49	59.38	65.15	64.96	65.27	32.49	20.3	19.23	26.31	
PVP01_0806200	PVP01_0806200.1	15.28	24.62	29.38	12.83	5.9	18.46	16.91	15.44	26.98	25.11	11.43	9.8	14.72	17.5	34.61	
PVP01_0807600	PVP01_0807600.1	280.59	246.54	211.78	201.69	93.6	59.41	57.22	249.2	259.4	258.02	232.45	175.92	96.68	59.35	80.88	
PVP01_0807700	PVP01_0807700.1	70.49	43.19	31.43	96.46	154.46	90.92	111.28	101.12	53.36	33.42	70.31	150.69	124	93.03	86.5	
PVP01_0807900	PVP01_0807900.1	1.66	73.46	128.43	105.07	46.17	9.12	23.88	21.8	55.8	98.31	157.55	88.46	31.54	14.56	14.2	
PVP01_0808900	PVP01_0808900.1	167.89	141.52	235.79	373.35	147.4	60.73	66.36	173.43	161.56	230.01	338.05	300.44	114.94	64.46	62.96	
PVP01_0809800	PVP01_0809800.1	26.32	32.17	28.88	19.47	10.49	7	4.71	25.46	30.81	30.59	23.36	13.98	10.31	8.87	12.21	
PVP01_0809900	PVP01_0809900.1	13.3	10.27	33.55	43.28	21.95	37.97	25.22	8.42	10.51	21.37	41.9	20.82	18.33	23.73	30.98	
PVP01_0810100	PVP01_0810100.1	21.36	66.9	108.9	74.25	23.81	17.39	20.41	38.59	61.15	86.03	95	39	19.13	19.35	21.12	
PVP01_0812600	PVP01_0812600.1	66.4	66.68	36.48	12.13	19.49	38.72	18.66	51.52	55.54	43.73	19.59	14.25	16.49	22.13	44.49	
